date,npoc
YYYY-MM-DD,mg.L-1
2019-04-27,1.444
2019-05-11,1.403
2019-05-19,1.393
2019-05-24,1.2790000000000001
2019-06-03,1.3840000000000001
2019-06-18,1.458
2019-07-01,1.436
2019-07-09,1.36
2019-07-16,1.477
2019-08-13,1.37
2019-09-05,1.365
2019-10-02,1.491
2020-05-13,1.495
2020-05-28,1.81
2020-06-10,2.004
2020-06-24,1.733
2020-07-08,1.572
2020-08-03,1.381
2020-08-26,1.394
2020-09-29,1.471
2020-11-03,1.378
2021-05-10,1.522
2021-05-24,1.462
2021-06-17,1.401
2021-06-30,1.395
2021-07-22,1.245
2021-08-20,1.334
