date,dic
YYYY-MM-DD,mg.L-1
2020-06-02,66.76
2020-06-16,65.78
2020-06-30,66.44
2020-07-14,71.03
2020-07-21,69.63
2020-07-29,71.09
2020-08-04,70.88
2020-08-12,67.74
2020-08-19,67.93
2020-08-24,67.5
2020-09-01,67.89
2020-09-10,67.97
2020-09-14,68.82
2020-09-23,67.6
2020-09-29,67.98
2020-10-05,68.37
2020-10-13,68.48
2020-10-20,68.34
2020-10-28,68.75
2020-11-03,69.29
2020-11-10,69.13
2020-11-19,63.57
2020-12-03,63.46
2021-01-06,66.86
2021-02-19,65.91
2021-03-09,68.01
2021-04-05,67.42
2021-04-28,69.3
2021-05-04,67.21
2021-05-13,67.3
2021-05-18,70.41
2021-05-27,68.14
2021-06-02,69.51
2021-06-08,74.94
2021-06-10,73.84
2021-06-16,74.32
2021-06-22,72.86
2021-07-01,73.76
2021-07-07,73.85
2021-07-16,66.38
2021-07-20,65.35
2021-07-27,65.79
2021-08-04,67.27
2021-08-10,66.09
2021-08-17,66.38
2021-08-24,66.67
2021-08-31,65.37
2021-09-08,66.55
2021-09-27,66.97
2021-10-04,65.98
2021-10-15,64.47
2021-10-20,63.84
2021-10-28,64.54
2021-11-04,64.43
2021-11-08,64.51
2021-12-01,64.54
