date,dic
YYYY-MM-DD,mg.L-1
2015-11-02,21.9252
2015-11-09,21.5017
2015-11-15,21.8405
2015-11-23,21.162899999999997
2015-12-01,22.03
2015-12-09,21.75
2016-01-28,22.83
2016-02-12,22.79
2016-02-21,23.64
2016-03-09,22.47
2016-03-24,23.11
2016-03-31,23.430000000000003
2016-04-08,24.87
2016-04-21,23.38
2016-05-02,24.97
2016-05-12,24.01
2016-05-27,22.13
2016-06-04,18.98
2016-06-11,17.54
2016-06-17,17.42
2016-06-27,17.23
2016-06-29,18.78
2016-07-08,18.13
2016-07-15,18.64
2016-07-22,19.49
2016-08-05,18.56
2016-08-12,18.47
2016-08-19,19.95
2016-08-26,19.8
2016-09-02,19.39
2016-09-09,19.48
2016-09-16,19.5
2016-09-23,19.82
2016-09-30,19.57
2016-10-12,19.71
2016-10-19,20.89
2016-10-27,20.61
2016-11-03,20.35
2016-11-12,20.52
2017-03-19,24.7
2017-04-12,26.47
2017-04-30,25.21
2017-06-30,19.03
2017-07-30,18.57
2017-08-25,22.22
2017-09-14,23.55
2017-09-27,23.66
2017-10-14,22.69
2017-10-23,20.4
2017-11-03,21.19
2017-11-16,21.37
2018-03-03,24.61
2018-05-25,17.29
2018-06-08,17.02
2018-06-15,17.47
2018-06-25,18.74
2018-07-09,19.99
2018-07-15,20.63
2018-08-10,22.17
2018-08-17,22.06
2018-08-24,22.67
2018-08-31,22.92
2018-09-07,22.13
2018-09-14,22.15
2018-09-21,22.34
2018-09-28,22.81
2018-10-05,21.93
2018-10-12,21.65
2018-10-18,22.15
2018-10-25,22.46
2018-11-02,22.3
2018-11-10,22.87
2018-11-17,24.05
2018-12-03,24.24
2018-12-14,24.17
2018-12-20,24.12
2019-01-29,24.75
2019-06-05,22.029999999999998
2019-06-11,19.74
2019-06-21,17.799999999999997
2019-06-27,21.12
2019-07-05,19.62
2019-07-14,19.7
2019-07-19,17.85
2019-07-26,17.74
2019-08-02,18.06
2019-08-09,17.83
2019-08-16,18.99
2019-08-23,19.76
2019-08-30,19.85
2019-09-06,19.92
2019-09-13,20.05
2019-09-20,20.52
2019-09-27,20.6
2019-10-04,21.01
2019-10-11,21.88
2019-10-19,21.35
2019-10-25,22.17
2019-11-03,21.87
2019-11-08,22.14
2019-11-15,22.07
2019-11-22,22.04
2019-12-04,22.13
2019-12-12,22.33
2019-12-20,22.6
2020-01-08,22.91
2020-01-21,23.16
2020-01-28,23.6
2020-02-11,23.77
2020-02-20,24.1
2020-03-11,24.37
2020-03-17,24.62
2020-04-03,25.37
2020-04-09,25.41
2020-04-14,25.06
2020-04-24,25.2
2020-05-22,18.27
2020-05-29,17.34
2020-06-05,17.27
2020-06-12,17.74
2020-06-19,17.27
2020-06-26,17.87
2020-07-02,18.45
2020-07-10,18.63
2020-07-17,19.5
2020-07-23,19.93
2020-07-30,10.45
2020-08-07,20.3
2020-08-14,20.55
2020-08-20,20.63
2020-08-27,20.91
2020-09-03,20.6
2020-09-11,21.21
2020-09-18,21.03
2020-09-24,21.13
2020-10-01,21.03
2020-10-08,21.63
2020-10-16,21.38
2020-10-23,21.53
2020-10-27,23.19
2020-11-06,21.64
2020-11-13,22.38
2020-12-04,22.42
2021-01-15,22.61
2021-01-28,23.44
2021-02-11,23.32
2021-03-03,24.75
2021-03-19,24.63
2021-03-25,24.3
2021-03-30,18.85
2021-04-07,24.06
2021-04-14,18.08
2021-05-17,20.09
2021-05-28,17.63
2021-06-04,16.12
2021-07-30,19.46
2021-08-06,20.02
2021-08-13,20.13
2021-08-19,20.8
2021-08-27,21.12
2021-09-03,21.0
2021-10-01,21.59
2021-10-07,22.15
2021-10-22,22.84
2021-10-27,22.83
2021-11-03,23.04
2021-11-11,23.17
2022-10-15,23.37
