date,dic
YYYY-MM-DD,mg.L-1
2021-06-21,17.83
2021-06-29,17.63
2021-07-08,17.29
2021-07-21,15.03
2021-07-27,13.43
2021-08-05,14.19
2021-08-11,14.64
2021-08-18,13.91
2021-08-26,14.48
2021-08-30,14.49
2021-09-12,13.56
2021-10-06,13.86
2021-10-13,15.91
2021-11-05,14.07
2021-12-16,14.54
