date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,1.2011999999999998
2015-11-09,1.07172
2015-11-15,1.07328
2015-11-23,1.0248
2015-12-01,1.06524073
2015-12-09,0.99194817
2015-12-30,1.0835638699999999
2016-01-08,1.06274212
2016-01-18,1.06440786
2016-01-28,1.08856109
2016-02-12,1.0968897899999999
2016-02-21,1.214
2016-03-09,1.415
2016-03-17,1.48
2016-03-24,1.499
2016-03-31,1.4448
2016-04-08,2.138
2016-04-21,2.327
2016-05-02,1.918
2016-05-12,2.513
2016-05-20,3.377
2016-05-27,3.167
2016-06-04,3.438
2016-06-11,3.939
2016-06-17,3.557
2016-06-23,3.795
2016-06-27,2.992
2016-06-29,1.202
2016-07-08,1.688
2016-07-15,1.254
2016-07-22,2.82
2016-08-05,2.701
2016-08-12,1.596
2016-08-19,1.163
2016-08-26,1.917
2016-08-27,1.8519999999999999
2016-09-02,2.207
2016-09-09,1.162
2016-09-16,1.164
2016-09-23,1.6589999999999998
2016-09-23,1.795
2016-09-30,1.417
2016-10-12,2.019
2016-10-19,1.239
2016-10-27,1.285
2016-11-03,1.316
2016-11-12,1.141
2017-03-19,1.698
2017-04-12,1.894
2017-04-30,2.193
2017-05-14,3.535
2017-05-30,3.225
2017-06-06,3.799
2017-06-15,3.202
2017-06-30,3.849
2017-07-13,3.123
2017-07-30,2.931
2017-08-03,3.59
2017-08-25,1.286
2017-09-14,1.371
2017-09-27,1.213
2017-10-14,1.544
2017-10-23,1.367
2017-10-29,0.3972
2017-11-03,1.211
2017-11-16,1.155
2018-03-04,1.957
2018-05-25,3.007
2018-06-08,3.819
2018-06-15,2.833
2018-06-25,1.853
2018-07-09,1.727
2018-07-15,1.47
2018-08-10,1.27
2018-08-17,1.178
2018-08-24,1.828
2018-08-31,1.114
2018-09-07,1.558
2018-09-14,1.024
2018-09-21,1.378
2018-09-28,1.947
2018-10-05,2.882
2018-10-12,1.557
2018-10-18,1.51
2018-10-25,1.933
2018-11-02,1.336
2018-11-10,1.248
2018-11-17,1.133
2018-12-03,1.26
2018-12-14,1.215
2018-12-20,1.372
2019-01-12,1.218
2019-01-29,1.141
2019-02-10,1.127
2019-06-05,4.211
2019-06-11,4.091
2019-06-21,4.063
2019-06-27,4.083
2019-07-05,4.213
2019-07-14,3.704
2019-07-19,3.335
2019-07-26,2.204
2019-08-02,2.265
2019-08-09,1.415
2019-08-16,1.164
2019-08-23,0.934
2019-08-30,0.8993
2019-09-06,1.062
2019-09-13,0.7806
2019-09-20,0.9265
2019-09-27,0.8179
2019-10-04,0.8191
2019-10-11,0.9957
2019-10-19,0.981
2019-10-25,0.8501
2019-11-03,0.7146
2019-11-08,0.9562
2019-11-15,0.7422
2019-11-22,0.7087
2019-12-04,0.8033
2019-12-12,1.096
2019-12-20,0.8454
2020-01-08,0.791
2020-01-21,0.7386
2020-01-28,0.767
2020-02-11,0.9515
2020-02-20,1.037
2020-03-11,1.139
2020-03-17,1.144
2020-04-03,1.218
2020-04-09,1.979
2020-04-14,1.756
2020-04-21,1.698
2020-05-22,3.793
2020-05-29,4.127
2020-06-05,3.603
2020-06-12,3.198
2020-06-19,2.753
2020-06-26,2.116
2020-07-02,1.595
2020-07-10,1.21
2020-07-17,1.365
2020-07-23,1.208
2020-07-30,1.413
2020-08-07,1.051
2020-08-14,1.006
2020-08-20,0.9477
2020-08-27,1.062
2020-09-03,1.282
2020-09-11,1.502
2020-09-18,1.225
2020-09-24,0.9451
2020-10-01,0.8753
2020-10-08,0.8677
2020-10-16,0.8778
2020-10-23,0.8346
2020-10-27,0.9929
2020-11-06,0.9681
2020-11-13,0.8726
2020-11-20,0.844
2020-12-04,0.7897
2021-01-08,0.7319
2021-01-15,0.8418
2021-01-28,0.7644
2021-02-11,0.8076
2021-03-03,0.826
2021-03-19,0.8692
2021-03-25,0.9675
2021-04-07,2.18
2021-05-17,3.512
2021-05-28,5.107
2021-06-04,5.126
2021-07-30,2.097
2021-08-06,2.171
2021-08-13,1.212
2021-08-19,1.825
2021-08-27,1.235
2021-09-03,1.843
2021-10-01,1.886
2021-10-07,1.17
2021-10-22,1.42
2021-10-27,1.505
2021-11-03,1.3
2022-10-15,1.452
