date,npoc
YYYY-MM-DD,mg.L-1
2016-11-16,2.205
2018-03-07,1.24
2018-04-02,1.388
2020-07-14,2.497
2020-07-21,2.027
2020-07-29,3.169
2020-08-04,2.69
2020-08-12,2.407
2020-08-19,2.479
2020-08-24,1.232
2020-09-01,2.309
2020-09-10,2.536
2020-09-14,2.237
2020-09-23,1.936
2020-09-29,1.076
2020-10-05,2.257
2020-10-13,1.256
2020-10-20,1.264
2020-10-28,1.588
2020-11-03,1.459
2020-11-10,1.238
2020-11-19,1.069
2020-12-03,1.141
2021-01-20,1.662
2021-02-19,0.9764
2021-03-09,1.022
2021-04-05,1.1680000000000001
2021-04-28,1.129
2021-05-04,1.087
2021-05-13,1.121
2021-05-18,1.37
2021-05-27,1.3170000000000002
2021-06-02,1.2240000000000002
2021-06-08,1.279
2021-06-15,1.352
2021-06-22,1.363
2021-07-01,1.552
2021-07-07,1.295
2021-07-16,1.758
2021-07-20,1.74
2021-07-27,1.832
2021-08-04,1.038
2021-08-10,1.11
2021-08-17,1.152
2021-08-24,1.151
2021-08-31,1.596
2021-09-08,1.299
2021-09-27,1.278
2021-10-04,1.254
2021-10-15,1.407
2021-10-20,1.292
2021-10-28,1.196
2021-11-04,1.213
2021-11-08,1.145
2021-12-01,1.162
