date,dic
YYYY-MM-DD,mg.L-1
2019-04-27,38.65
2019-05-10,44.1
2019-05-19,55.4
2019-05-24,55.38
2019-06-03,54.24
2019-06-18,57.84
2019-07-01,59.76
2019-07-09,60.82
2019-07-16,60.39
2019-08-15,56.56
2019-09-05,56.0
2019-10-02,49.83
2020-02-28,43.14
2020-04-21,44.33
2020-05-13,59.12
2020-05-28,61.94
2020-06-10,54.2
2020-06-24,58.48
2020-07-08,58.01
2020-08-03,58.09
2020-08-26,58.24
2020-09-29,51.77
2020-11-03,50.42
2021-05-10,49.75
2021-05-24,56.54
2021-06-17,56.12
2021-06-30,59.89
2021-07-22,61.95
2021-08-20,60.03
