date,npoc
YYYY-MM-DD,mg.L-1
2019-04-27,2.505
2019-05-10,3.32
2019-05-19,2.635
2019-05-24,2.4499999999999997
2019-06-03,2.417
2019-06-18,2.703
2019-07-01,2.836
2019-07-09,2.652
2019-07-16,2.347
2019-08-15,2.125
2019-09-05,2.298
2019-10-02,2.443
2020-02-28,2.554
2020-04-21,1.908
2020-05-13,1.801
2020-05-28,1.843
2020-06-10,2.058
2020-06-24,2.267
2020-07-08,1.85
2020-08-03,1.93
2020-08-26,1.74
2020-09-29,1.621
2020-11-03,1.682
2021-05-10,1.842
2021-05-24,1.849
2021-06-17,1.838
2021-06-30,1.887
2021-07-22,1.77
2021-08-20,1.807
