date,npoc
YYYY-MM-DD,mg.L-1
2019-04-27,1.851
2019-05-10,2.603
2019-05-19,2.044
2019-05-24,2.021
2019-06-03,2.0749999999999997
2019-06-18,2.263
2019-07-01,2.378
2019-07-09,2.424
2019-07-16,2.21
2019-08-15,2.036
2019-09-05,1.902
2019-10-02,2.022
2020-04-21,1.831
2020-05-13,1.507
2020-05-28,1.815
2020-06-10,2.116
2020-06-24,2.097
2020-07-08,1.75
2020-08-03,1.696
2020-08-26,1.637
2020-09-29,1.605
2020-11-03,1.57
2021-05-10,1.843
2021-05-24,1.705
2021-06-17,1.706
2021-06-30,1.75
2021-07-22,1.662
2021-08-20,1.463
