date,dic
YYYY-MM-DD,mg.L-1
2015-11-02,18.6219
2015-11-09,19.1906
2015-11-15,18.8155
2015-11-23,18.3436
2016-04-08,18.55
2016-04-21,18.38
2016-05-02,18.41
2016-05-12,16.59
2016-05-20,16.57
2016-05-27,15.47
2016-06-04,14.17
2016-06-11,13.61
2016-06-17,13.61
2016-06-27,13.75
2016-06-29,16.17
2016-07-08,14.53
2016-07-15,15.33
2016-07-22,16.13
2016-08-05,15.76
2016-08-12,16.68
2016-08-19,17.33
2016-08-26,17.37
2016-09-02,17.58
2016-09-09,18.26
2016-09-16,17.3
2016-09-23,17.61
2016-09-30,17.28
2016-10-12,17.24
2016-10-19,18.31
