date,dic
YYYY-MM-DD,mg.L-1
2020-05-22,12.65
2020-05-29,12.81
2020-06-05,13.47
2020-06-12,12.84
2020-06-19,12.94
2020-06-26,12.61
2020-07-02,12.59
2020-07-10,12.98
2020-07-17,12.79
2020-07-23,13.01
2020-07-30,13.68
2020-08-07,13.78
2020-08-14,14.01
2020-08-20,14.2
2020-08-27,14.42
2020-09-03,15.08
2020-09-11,15.1
2020-09-18,14.96
2020-09-24,15.0
2020-10-01,15.17
2020-10-16,15.62
2020-10-23,15.11
2020-11-06,14.78
2021-01-21,13.9
2021-02-17,14.28
2021-03-10,14.19
2021-04-14,13.22
2021-05-19,11.61
2021-05-28,11.87
2021-06-04,12.26
2021-07-23,13.54
2021-07-30,12.57
2021-08-06,15.03
2021-08-13,12.57
2021-08-27,12.77
2021-09-03,12.26
2021-10-01,13.53
2021-10-07,13.67
2021-10-22,13.46
2021-11-03,13.25
2021-11-11,12.92
2021-12-20,12.62
