date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,0.5209199999999999
2015-11-09,0.44148
2015-11-15,0.51072
2015-11-23,0.4632
2015-12-01,0.608161674
2016-04-08,1.062
2016-04-21,1.358
2016-05-02,1.052
2016-05-20,2.099
2016-05-27,1.779
2016-06-04,1.613
2016-06-11,1.301
2016-06-17,0.8436
2016-06-27,0.407
2016-06-29,0.6043
2016-07-08,0.3256
2016-07-15,0.2833
2016-07-22,0.495
2016-08-05,1.292
2016-08-12,0.7204
2016-08-19,0.5878
2016-08-26,0.7842
2016-09-02,1.08
2016-09-09,0.5361
2016-09-16,0.656
2016-09-23,0.9879
2016-09-30,0.6857
2016-10-12,0.9226
2016-10-19,0.6084
2016-10-27,0.638
2016-11-03,0.5338
2016-11-12,0.6201
2017-05-14,2.298
2017-05-30,1.841
2017-06-15,1.328
2017-06-30,0.9847
2017-07-13,0.7214
2017-07-30,0.7903
2017-08-25,0.6234
2017-09-14,0.7236
2017-09-27,0.6481
2017-10-14,0.6790999999999999
2017-10-23,0.6517999999999999
2017-11-03,0.6305
2017-11-16,0.6034999999999999
2018-03-03,1.251
2018-05-25,1.307
2018-06-08,0.7878
2018-06-15,0.5773
2018-06-25,0.4682
2018-07-09,0.6384
2018-07-15,1.048
2018-08-10,0.7766
2018-08-17,0.5663
2018-08-24,0.6795
2018-08-31,0.4484
2018-09-07,0.4796
2018-09-14,0.3812
2018-09-21,0.4762
2018-09-28,0.3638
