date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,0.21384
2015-11-09,0.19032
2015-11-15,0.19824
2015-11-23,0.14567999999999998
2015-12-01,0.35655164699999997
2015-12-09,0.334730453
2015-12-30,0.352803732
2016-01-08,0.328317354
2016-01-18,0.32715133599999996
2016-01-28,0.35363660199999997
2016-02-12,0.356634934
2016-02-21,0.3161
2016-03-09,0.3317
2016-03-17,0.4146
2016-03-24,0.3645
2016-03-31,0.3752
2016-04-08,0.6989
2016-04-21,0.6633
2016-05-02,0.5588
2016-05-12,0.9178
2016-05-20,1.66
2016-05-27,1.316
2016-06-04,1.635
2016-06-11,1.112
2016-06-17,0.7355
2016-06-23,0.48930000000000007
2016-06-27,0.356
2016-06-29,0.2554
2016-07-08,0.2678
2016-07-15,0.1949
2016-07-16,0.4453
2016-07-22,0.2035
2016-08-05,0.5406
2016-08-12,0.3526
2016-08-19,0.3269
2016-08-24,0.3245
2016-08-26,0.5216
2016-08-27,0.5818
2016-09-02,0.5404
2016-09-06,0.3627
2016-09-09,0.3474
2016-09-16,0.3787
2016-09-22,0.3599
2016-09-23,0.6833
2016-09-23,0.6381
2016-09-30,0.3862
2016-10-05,0.3154
2016-10-12,0.4402
2016-10-19,0.3435
2016-10-27,0.3039
2016-11-03,0.3045
2016-11-12,0.2718
2016-11-16,0.2681
2017-03-19,0.5575
2017-04-12,0.6744
2017-04-30,0.7684
2017-05-11,1.473
2017-05-30,1.696
2017-06-06,1.541
2017-06-15,1.089
2017-06-30,0.6323
2017-07-13,0.8194
2017-07-30,0.4936
2017-08-03,0.8326
2017-08-25,0.3922
2017-09-14,0.4125
2017-09-27,0.4912
2017-10-14,0.4627
2017-10-23,0.38939999999999997
2017-11-03,0.3539
2017-11-16,0.32610000000000006
2018-01-06,0.2952
2018-01-26,0.2955
2018-03-04,0.7463
2018-03-17,0.2429
2018-05-07,1.426
2018-05-25,1.092
2018-06-08,0.7349
2018-06-15,0.6919
2018-06-25,0.5151
2018-07-11,0.4447
2018-07-15,0.473
2018-08-10,0.4109
2018-08-17,0.4768
2018-08-24,0.5959
2018-08-31,0.479
2018-09-07,0.3756
2018-09-14,0.4033
2018-09-21,0.3916
2018-09-28,0.4281
2018-10-05,0.5601
2018-10-12,0.3949
2018-10-18,0.3746
2018-10-25,0.4543
2018-11-02,0.4297
2018-11-10,0.5091
2018-11-17,0.3154
2018-12-03,0.2827
2018-12-21,0.3273
2019-01-03,0.2696
2019-01-11,0.4323
2019-01-29,0.3735
2019-02-10,0.2636
2019-02-21,0.4977
2019-05-31,1.38
2019-06-05,2.222
2019-06-11,2.166
2019-06-21,1.481
2019-06-27,1.197
2019-07-05,0.8926
2019-07-14,0.6172
2019-07-19,0.5443
2019-07-26,0.4925
2019-08-02,0.4391
2019-08-09,0.386
2019-08-16,0.3587
2019-08-23,0.33
2019-08-30,0.5232
2019-09-06,0.4087
2019-09-13,0.4524
2019-09-20,0.3577
2019-09-27,0.5483
2019-10-04,0.3662
2019-10-11,0.3426
2019-10-19,0.3119
2019-10-25,0.242
2019-11-03,0.2439
2019-11-08,0.388
2019-11-15,0.2517
2019-11-22,1.029
2019-12-04,0.1712
2019-12-12,0.19601
2019-12-20,0.1913
2020-01-08,0.1803
2020-01-21,0.1204
2020-01-28,0.2949
2020-02-11,0.2648
2020-02-20,0.2721
2020-03-01,0.2377
2020-03-11,0.3693
2020-03-17,0.3105
2020-04-01,0.7
2020-04-09,0.5553
2020-04-14,0.6074
2020-04-24,0.6099
2020-04-28,1.078
2020-05-14,1.811
2020-05-22,1.594
2020-05-29,1.458
2020-06-05,0.8651
2020-06-26,0.4664
2020-07-02,0.3987
2020-07-10,0.3816
2020-07-17,0.3843
2020-07-23,0.3966
2020-07-30,0.3888
2020-08-07,0.3522
2020-08-14,0.3762
2020-08-20,0.4172
2020-08-27,0.4631
2020-09-03,0.4312
2020-09-11,0.4597
2020-09-18,0.4006
2020-09-24,0.3788
2020-10-01,0.4598
2020-10-08,0.382
2020-10-16,0.3331
2020-10-23,0.5063
2020-10-27,0.4333
2020-11-06,0.3469
2020-11-13,0.314
2020-11-20,0.2294
2020-12-04,0.2087
2020-12-31,0.1811
2021-01-08,0.2437
2021-01-15,0.1801
2021-01-21,0.1805
2021-01-28,0.4713
2021-02-05,0.1973
2021-02-11,0.3353
2021-02-17,0.4375
2021-02-25,0.3246
2021-03-03,0.3492
2021-03-10,0.3837
2021-03-19,0.2312
2021-07-23,1.061
2021-07-30,0.7198
2021-08-06,0.6429
2021-08-13,0.3717
2021-08-19,0.6036
2021-08-27,0.314
2021-09-03,0.4241
2021-10-01,0.4203
2021-10-07,0.2942
2021-10-22,0.2329
2021-10-27,0.2584
2021-11-03,0.2271
2021-11-11,0.1894
2021-12-20,0.1533
2022-10-15,0.2413
