date,dic
YYYY-MM-DD,mg.L-1
2016-11-16,88.74
2018-03-07,84.77
2018-04-02,86.39
2020-07-14,89.01
2020-07-21,103.1
2020-07-29,97.87
2020-08-04,100.0
2020-08-12,100.4
2020-08-19,97.71
2020-08-24,97.46
2020-09-01,99.91
2020-09-10,98.9
2020-09-14,94.9
2020-09-23,97.4
2020-09-29,96.25
2020-10-05,96.54
2020-10-13,95.46
2020-10-20,92.14
2020-10-28,93.2
2020-11-03,91.0
2020-11-10,91.4
2020-11-19,94.78
2020-12-03,96.31
2021-01-20,93.99
2021-02-19,95.3
2021-03-09,91.47
2021-04-05,101.5
2021-04-28,63.71
2021-05-04,63.69
2021-05-13,61.67
2021-05-18,61.42
2021-05-27,58.7
2021-06-02,60.64
2021-06-08,66.3
2021-06-15,66.17
2021-06-22,66.49
2021-07-01,67.3
2021-07-07,105.1
2021-07-16,80.78
2021-07-20,85.52
2021-07-27,89.45
2021-08-04,98.65
2021-08-10,99.08
2021-08-17,99.21
2021-08-24,99.31
2021-08-31,96.59
2021-09-08,96.94
2021-09-27,95.28
2021-10-04,84.58
2021-10-15,84.72
2021-10-20,87.87
2021-10-28,92.93
2021-11-04,92.68
2021-11-08,93.06
2021-12-01,88.58
