date,dic
YYYY-MM-DD,mg.L-1
2016-10-15,39.28
2016-10-19,39.37
2016-10-27,40.54
2016-11-03,40.63
2016-11-12,41.02
2017-08-11,34.31
2017-10-29,36.93
2018-03-03,32.22
2018-03-17,35.7
2018-05-07,24.82
2018-05-25,27.21
2018-06-08,29.03
2018-06-15,29.85
2018-06-25,30.79
2018-07-11,32.17
2018-07-15,32.43
2018-08-10,34.77
2018-08-17,35.08
2018-08-24,35.76
2018-08-31,36.31
2018-09-07,37.88
2018-09-14,37.5
2018-09-21,38.04
2018-09-28,38.5
2018-10-05,37.58
2018-10-12,38.52
2018-10-19,39.22
2018-10-25,38.29
2018-11-02,38.26
2018-11-10,37.87
2018-11-17,38.37
2018-12-21,38.14
2019-01-03,38.09
2019-01-11,38.36
2019-02-21,38.48
