date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,0.36744000000000004
2015-11-09,0.30468
2015-11-15,0.29712
2015-12-01,0.45366428899999994
2015-12-09,0.482065156
2016-01-08,0.445752024
2016-01-28,0.448583782
2016-02-12,0.465074608
2016-02-21,0.4136
2016-03-09,0.486
2016-03-24,0.544
2016-03-31,0.5072
2016-04-08,0.783
2016-04-21,0.8836
2016-05-02,0.6514
2016-05-20,1.113
2016-05-27,0.9355
2016-06-04,0.8224
2016-06-11,0.6653
2016-06-17,0.4552
2016-06-27,0.339
2016-06-29,0.4021
2016-07-08,0.2951
2016-07-15,0.3162
2016-07-22,0.3792
2016-08-05,0.7481
2016-08-12,0.4992
2016-08-19,0.4908
2016-08-26,0.5269
2016-09-02,0.6454
2016-09-09,0.4787
2016-09-16,0.5178
2016-09-23,0.6317
2016-09-30,0.557
2016-10-12,0.7216
2016-10-19,0.504
2016-10-27,0.5215
2016-11-03,0.5091
2016-11-12,0.4514
2017-03-19,0.604
2017-04-12,0.7189
2017-04-30,0.7498
2017-05-14,1.278
2017-05-30,1.009
2017-06-15,0.85
2017-06-30,0.5969
2017-07-13,0.6195
2017-07-30,0.5125
2017-08-25,0.4887
2017-09-14,0.6195
2017-09-27,0.5537
2017-10-14,0.5671999999999999
2017-10-23,0.5398999999999999
2017-11-03,0.4901
2017-11-16,0.4778
2018-03-03,0.8946
2018-03-25,0.9055
2018-06-08,0.6155
2018-06-15,0.6558
2018-06-25,0.6398
2018-07-09,0.7973
2018-07-15,0.6132
2018-08-10,0.8201
2018-08-17,0.6195
2018-08-24,0.8516
2018-08-31,0.6663
2018-09-07,0.5707
2018-09-14,0.5299
2018-09-21,0.6203
2018-09-28,0.5666
2018-10-05,0.8066
2018-10-12,0.8357
2018-10-19,0.6678
2018-10-25,0.8284
2018-11-02,0.6328
2018-11-10,0.5612
2018-11-17,0.503
2018-12-20,0.5923
2019-01-12,0.4728
2019-01-29,0.4484
2019-06-05,1.782
2019-06-11,1.406
2019-06-21,1.123
2019-06-27,1.03
2019-07-05,0.8967
2019-07-14,0.7272
2019-07-19,0.6721
2019-07-26,0.5849
2019-08-02,0.5593
2019-08-09,0.5225
2019-08-16,0.4697
2019-08-23,0.3799
2019-08-30,0.4958
2019-09-06,0.5038
2019-09-13,0.4603
2019-09-20,0.5071
2019-09-27,0.4075
2019-10-04,0.4429
2019-10-11,0.4104
2019-10-19,0.8397
2019-10-25,0.5791
2019-11-03,0.5067
2019-11-08,0.5341
2019-11-15,0.5418
2019-11-22,0.4887
2019-12-04,0.5144
2019-12-12,0.4788
2019-12-14,0.5021
2019-12-20,0.6042
2020-01-08,0.4731
2020-01-21,0.4996
2020-01-28,0.538
2020-02-11,0.4724
2020-02-20,0.46180000000000004
2020-03-11,0.49889999999999995
2020-04-03,0.6205
2020-04-09,0.8221
2020-04-14,0.8436
2020-04-24,1.0864
2020-05-22,1.1700000000000002
2020-05-29,0.9563
2020-06-05,0.8011
2020-06-12,0.7055
2020-06-19,0.5971
2020-06-26,0.5455
2020-07-02,0.5455
2020-07-10,0.5305
2020-07-17,0.5775
2020-07-23,0.5252
2020-07-30,0.6023
2020-08-07,0.5244
2020-08-14,0.5733
2020-08-20,0.558
2020-08-27,0.5744
2020-09-03,0.6027
2020-09-11,0.6031
2020-09-18,0.5748
2020-09-24,0.5656
2020-10-01,0.5429
2020-10-08,0.5373
2020-10-16,0.5492
2020-10-23,0.5386
2020-10-27,0.5317
2020-11-06,0.4771
2020-11-13,0.509
2020-12-04,0.3254
2021-01-08,0.3457
2021-01-15,0.3282
2021-01-28,0.38
2021-02-11,1.209
2021-03-03,0.4212
2021-03-19,0.4828
2021-03-25,0.4597
2021-04-07,0.868
2021-05-17,1.422
2021-05-28,1.251
2021-06-04,0.8598
2021-07-23,0.8865
2021-07-30,0.8372
2021-07-31,1.4
2021-08-06,0.9004
2021-08-13,0.5471
2021-08-19,0.756
2021-08-27,0.5837
2021-09-03,0.6498
2021-10-01,0.6738
2021-10-07,0.6112
2021-10-15,0.5599
2021-10-22,0.523
2021-10-27,0.5409
2021-11-03,0.497
2021-11-11,0.4949
