date,dic
YYYY-MM-DD,mg.L-1
2016-08-05,45.49
2016-08-12,39.45
2016-08-19,53.63
2016-08-26,98.29
2016-09-02,92.51
2016-09-09,94.28
2016-09-16,95.49
2016-09-23,96.41
2016-10-01,96.41
2016-10-12,96.2
2016-10-19,62.11
2016-10-27,59.88
2016-11-03,65.76
2016-11-12,64.26
2017-06-16,99.86
2017-08-04,99.57
2017-08-25,97.83
2017-09-27,96.63
2017-10-05,91.37
2017-10-12,90.5
2017-10-13,91.93
2017-10-24,91.28
2017-11-03,91.5
2017-11-15,91.08
2018-05-25,97.81
2018-06-09,95.9
2018-06-15,96.06
2018-06-25,97.41
2018-07-11,99.14
2018-07-16,98.11
2018-08-24,97.37
2018-08-27,96.61
2018-08-31,104.5
2018-09-07,105.0
2018-09-14,105.7
2018-09-21,105.3
2018-09-28,104.7
2018-10-05,102.5
2018-10-12,101.8
2018-10-19,101.1
2018-10-25,101.5
2018-11-02,100.8
2018-11-10,101.4
2018-11-17,101.4
2019-01-11,47.14
2019-06-23,48.0
2019-06-27,45.16
2019-07-05,45.25
2019-07-14,82.5
2019-07-19,67.07
2019-07-26,60.86
2019-08-02,48.76
2019-08-09,50.01
2019-08-16,85.39
2019-08-23,103.5
2019-08-30,58.37
2019-09-06,104.8
2019-09-20,103.4
2019-09-27,78.3
2019-10-04,84.54
2019-10-24,106.8
2019-11-03,107.7
2019-11-08,108.9
2019-11-15,108.4
2019-11-22,105.6
2020-03-01,109.3
2020-04-01,110.8
2020-04-28,111.5
2020-05-22,108.6
2020-05-29,106.5
2020-06-08,104.7
2020-06-12,102.4
2020-06-19,99.62
2020-06-26,102.0
2020-07-02,102.1
2020-07-10,104.0
2020-07-17,103.9
2020-07-23,106.0
2020-07-30,104.1
2020-08-07,105.2
2020-08-14,103.3
2020-08-20,105.6
2020-08-27,103.7
2020-09-03,104.9
2020-09-11,105.1
2020-09-18,104.8
2020-09-24,105.0
2020-10-01,105.7
2020-10-08,105.0
2020-10-16,103.2
2020-10-23,104.4
2020-11-06,104.4
2020-12-16,112.6
2021-01-21,105.4
2021-02-17,107.1
2021-03-10,105.9
2021-04-14,101.7
2021-05-19,97.88
2021-05-28,97.43
2021-06-04,95.94
2021-07-23,115.1
2021-07-30,112.0
2021-08-06,110.3
2021-08-13,95.45
2021-08-19,97.86
2021-08-27,98.93
2021-09-03,94.51
2021-10-01,91.81
2021-10-07,98.43
2021-10-22,102.2
2021-11-03,98.9
2021-11-11,99.5
2021-12-20,100.6
