date,dic
YYYY-MM-DD,mg.L-1
2015-11-02,13.0559
2015-11-09,12.463000000000001
2015-11-15,12.341999999999999
2015-11-23,12.329899999999999
2015-12-01,12.99
2015-12-09,13.15
2015-12-30,14.0
2016-01-08,14.21
2016-01-18,14.41
2016-01-28,14.77
2016-02-12,15.27
2016-02-21,16.07
2016-03-09,14.740000000000002
2016-03-17,14.76
2016-03-24,14.76
2016-03-31,15.41
2016-04-08,13.42
2016-04-21,11.42
2016-05-02,11.85
2016-05-12,9.313
2016-05-20,7.953
2016-05-27,6.621
2016-06-04,4.708
2016-06-11,4.02
2016-06-17,3.929
2016-06-23,4.745
2016-06-27,5.971
2016-06-29,14.53
2016-07-08,9.264
2016-07-15,11.68
2016-07-22,13.42
2016-08-05,11.13
2016-08-12,14.37
2016-08-19,16.18
2016-08-26,14.73
2016-08-27,16.81
2016-09-02,12.63
2016-09-09,14.81
2016-09-16,14.61
2016-09-23,15.84
2016-09-23,15.85
2016-09-30,13.42
2016-10-12,12.34
2016-10-19,13.61
2016-10-27,13.72
2016-11-03,14.0
2016-11-12,14.13
2017-03-19,13.88
2017-04-12,14.3
2017-04-30,10.71
2017-05-14,7.134
2017-05-30,6.252
2017-06-06,5.462
2017-06-15,5.592
2017-06-30,5.083
2017-07-13,6.296
2017-07-30,8.494
2017-08-03,4.557
2017-08-25,15.38
2017-09-14,18.78
2017-09-27,17.71
2017-10-14,12.62
2017-10-23,11.65
2017-10-29,7.83
2017-11-03,12.36
2017-11-16,12.87
2018-03-04,14.1
2018-05-25,3.516
2018-06-08,4.404
2018-06-15,5.9764
2018-06-25,8.414
2018-07-09,12.32
2018-07-15,13.67
2018-08-10,20.08
2018-08-17,20.22
2018-08-24,17.8
2018-08-31,20.37
2018-09-07,17.86
2018-09-14,20.38
2018-09-21,18.54
2018-09-28,20.64
2018-10-05,11.54
2018-10-12,10.86
2018-10-18,10.83
2018-10-25,9.525
2018-11-02,8.975
2018-11-10,10.22
2018-11-17,10.95
2018-12-03,12.33
2018-12-14,13.44
2018-12-20,13.66
2019-01-12,14.61
2019-01-29,14.55
2019-02-10,14.66
2019-06-05,6.019
2019-06-11,4.295
2019-06-21,3.5349999999999997
2019-06-27,5.447
2019-07-05,4.913
2019-07-14,4.997
2019-07-19,5.707
2019-07-26,6.758
2019-08-02,7.808
2019-08-09,8.366
2019-08-16,9.968
2019-08-23,10.93
2019-08-30,12.34
2019-09-06,13.26
2019-09-13,14.19
2019-09-20,15.55
2019-09-27,16.33
2019-10-04,17.14
2019-10-11,18.73
2019-10-19,17.34
2019-10-25,16.71
2019-11-03,16.73
2019-11-08,16.55
2019-11-15,16.97
2019-11-22,16.59
2019-12-04,16.51
2019-12-12,16.45
2019-12-20,16.5
2020-01-08,16.59
2020-01-21,17.03
2020-01-28,17.16
2020-02-11,16.92
2020-02-20,16.99
2020-03-11,17.83
2020-03-17,18.16
2020-04-03,17.56
2020-04-09,13.99
2020-04-14,12.26
2020-04-21,13.07
2020-05-22,5.164
2020-05-29,4.487
2020-06-05,4.496
2020-06-12,5.043
2020-06-19,5.503
2020-06-26,6.637
2020-07-02,8.447
2020-07-10,10.27
2020-07-17,11.49
2020-07-23,13.26
2020-07-30,13.67
2020-08-07,16.16
2020-08-14,17.75
2020-08-20,19.06
2020-08-27,18.82
2020-09-03,18.14
2020-09-11,15.74
2020-09-18,16.85
2020-09-24,17.54
2020-10-01,18.18
2020-10-08,18.58
2020-10-16,18.69
2020-10-23,18.3
2020-10-27,19.44
2020-11-06,17.9
2020-11-13,16.98
2020-11-20,15.71
2020-12-04,16.73
2021-01-08,16.6
2021-01-15,16.88
2021-01-28,16.96
2021-02-11,16.98
2021-03-03,16.7
2021-03-19,17.18
2021-03-25,16.71
2021-04-07,10.79
2021-05-17,5.589
2021-05-28,4.677
2021-06-04,3.856
2021-07-30,13.45
2021-08-06,11.04
2021-08-13,13.16
2021-08-19,11.77
2021-08-27,14.03
2021-09-03,13.87
2021-10-01,13.27
2021-10-07,14.79
2021-10-22,13.46
2021-10-27,11.7
2021-11-03,11.17
2022-10-15,13.53
