date,npoc
YYYY-MM-DD,mg.L-1
2019-04-27,1.167
2019-05-10,1.087
2019-05-19,1.026
2019-05-24,1.089
2019-06-03,1.153
2019-06-18,1.229
2019-07-01,1.104
2019-07-09,1.077
2019-07-16,1.107
2019-08-15,1.152
2019-09-05,1.122
2019-10-02,1.22
2020-04-21,1.335
2020-05-13,0.8331
2020-05-28,1.026
2020-06-10,1.443
2020-06-24,1.322
2020-07-08,1.101
2020-08-03,1.099
2020-08-26,1.115
2020-09-29,1.159
2020-11-03,1.102
2021-05-10,1.219
2021-05-24,1.099
2021-06-17,1.069
2021-06-30,1.066
2021-07-22,1.12
2021-08-20,1.105
