date,dic
YYYY-MM-DD,mg.L-1
2015-11-02,30.346799999999998
2015-11-09,29.4756
2015-11-15,28.9674
2015-11-23,28.374499999999998
2015-12-01,29.66
2015-12-09,29.12
2015-12-30,27.99
2016-01-08,28.43
2016-01-18,28.37
2016-01-28,28.34
2016-02-12,28.34
2016-02-21,28.97
2016-03-09,27.85
2016-03-17,29.84
2016-03-24,27.89
2016-03-31,27.84
2016-04-08,29.23
2016-04-21,30.11
2016-05-02,29.9
2016-05-12,26.54
2016-05-20,24.84
2016-05-27,27.23
2016-06-04,26.04
2016-06-11,25.48
2016-06-17,26.02
2016-06-27,26.05
2016-06-29,27.9
2016-07-08,26.69
2016-07-15,27.84
2016-07-22,29.04
2016-08-05,27.45
2016-08-12,29.08
2016-08-19,29.9
2016-08-26,29.31
2016-09-02,29.25
2016-09-09,29.03
2016-09-16,28.57
2016-09-23,28.81
2016-09-30,28.15
2016-10-12,27.84
2016-10-19,29.53
2016-10-27,28.13
2016-11-03,27.92
2016-11-12,26.87
2017-04-12,30.69
2017-04-30,29.89
2017-05-14,24.23
2017-05-30,25.67
2017-06-15,27.39
2017-06-30,27.02
2017-07-30,30.76
2017-08-25,33.65
2017-09-14,33.66
2017-09-27,33.17
2017-10-14,29.53
2017-10-23,27.86
2017-11-16,28.44
2018-03-03,27.13
2018-05-07,24.04
2018-05-25,26.11
2018-06-08,26.81
2018-06-15,27.141
2018-06-25,28.11
2018-07-09,29.92
2018-07-15,30.38
2018-08-10,29.97
2018-08-17,30.19
2018-08-24,30.23
2018-08-31,28.55
2018-09-07,28.6
2018-09-14,28.69
2018-09-21,28.65
2018-09-28,28.14
