date,npoc
YYYY-MM-DD,mg.L-1
2016-10-14,0.5539
2016-10-19,0.8311
2016-10-27,0.4364
2016-11-03,0.4657
2016-11-12,0.4576
2018-05-25,0.9445
2018-06-08,3.165
2018-06-15,1.005
2018-06-25,0.466
2018-07-16,0.4794
2018-08-10,0.4346
2018-08-17,0.4933
2018-08-24,0.6285
2018-08-31,0.5537
2018-09-07,0.6067
2018-09-14,0.4707
2018-09-21,0.5039
2018-09-28,0.8751
2018-10-05,0.5197
2018-10-19,0.6059
2018-10-25,0.6138
2018-11-02,1.236
2018-11-10,0.7114
2018-11-17,0.5179
2018-12-28,0.516
2019-01-11,0.7432
2019-06-23,1.218
2019-06-27,1.265
2019-07-05,0.9959
2019-07-14,0.7457
2019-07-19,0.6206
2019-07-26,0.7608
2019-08-02,0.6656
2019-08-09,0.4129
2019-08-16,0.5315
2019-08-23,1.555
2019-08-30,0.9711
2019-09-06,0.6186
2019-09-13,1.275
2019-09-20,0.8105
2019-09-27,1.363
2019-10-04,0.532
2019-10-11,0.4639
2019-10-19,0.7028
2019-10-25,0.7346
2019-11-03,0.8858
2019-11-08,0.671
2019-11-15,1.136
2019-11-22,0.6741
2019-12-10,1.244
2019-12-20,0.9007
2020-01-10,0.7759
2020-01-15,0.7903
2020-03-01,0.8274
2020-04-01,0.6737000000000001
2020-04-28,3.1229999999999998
2020-05-22,2.3
2020-05-29,1.0819
2020-06-05,1.808
2020-06-12,1.499
2020-06-19,0.7581
2020-06-26,0.7435
2020-07-02,0.5659
2020-07-10,0.5952
2020-07-17,0.5386
2020-07-23,0.661
2020-07-30,0.5184
2020-08-07,0.5411
2020-08-14,0.7159
2020-08-20,0.7226
2020-08-27,0.5945
2020-09-03,0.6391
2020-09-11,0.5781
2020-09-18,0.9089
2020-09-24,0.848
2020-10-01,1.912
2020-10-08,2.911
2020-10-16,0.9611
2020-10-23,0.6549
2020-11-06,0.7348
2021-01-21,0.4075
2021-02-17,0.4148
2021-03-10,0.4157
2021-04-14,1.041
2021-05-19,5.311
2021-05-28,2.144
2021-06-04,2.501
2021-07-23,0.5478
2021-07-30,0.8528
2021-08-06,0.7506
2021-08-13,0.4358
2021-08-19,0.527
2021-08-27,0.4284
2021-09-03,0.6292
2021-10-01,0.7487
2021-10-07,0.4766
2021-10-22,0.5385
2021-11-03,0.6484
2021-11-11,0.4336
2021-12-20,0.3523
