date,dic
YYYY-MM-DD,mg.L-1
2016-10-14,88.53
2016-10-19,89.24
2016-10-27,88.53
2016-11-03,88.3
2016-11-12,87.33
2018-05-25,79.04
2018-06-08,57.19
2018-06-15,83.28
2018-06-25,81.72
2018-07-16,81.9
2018-08-10,83.83
2018-08-17,82.52
2018-08-24,83.83
2018-08-31,84.77
2018-09-07,85.7
2018-09-14,85.59
2018-09-21,85.87
2018-09-28,86.42
2018-10-05,87.05
2018-10-19,86.78
2018-10-25,87.88
2018-11-02,88.19
2018-11-10,86.15
2018-11-17,87.03
2018-12-28,87.23
2019-01-11,87.6
2019-06-23,76.39
2019-06-27,77.32
2019-07-05,80.25
2019-07-14,80.89
2019-07-19,80.36
2019-07-26,80.99
2019-08-02,80.65
2019-08-09,84.96
2019-08-16,84.89
2019-08-23,88.89
2019-08-30,85.28
2019-09-06,85.74
2019-09-13,88.19
2019-09-20,86.57
2019-09-27,87.18
2019-10-04,86.53
2019-10-11,85.76
2019-10-19,85.33
2019-10-25,91.87
2019-11-03,90.65
2019-11-08,90.79
2019-11-15,92.28
2019-11-22,90.17
2019-12-10,92.42
2019-12-20,90.33
2020-01-10,90.03
2020-01-15,90.79
2020-03-01,93.04
2020-04-01,91.2
2020-04-28,66.22
2020-05-22,74.73
2020-05-29,87.48
2020-06-05,70.4
2020-06-12,71.5
2020-06-19,85.66
2020-06-26,84.32
2020-07-02,86.93
2020-07-10,86.84
2020-07-17,85.73
2020-07-23,89.14
2020-07-30,87.49
2020-08-07,87.2
2020-08-14,89.28
2020-08-20,88.58
2020-08-27,87.16
2020-09-03,87.74
2020-09-11,84.59
2020-09-18,86.44
2020-09-24,87.82
2020-10-01,95.49
2020-10-08,89.14
2020-10-16,88.4
2020-10-23,87.44
2020-11-06,85.93
2021-01-21,87.69
2021-02-17,88.27
2021-03-10,87.38
2021-04-14,75.96
2021-05-19,39.92
2021-05-28,63.83
2021-06-04,69.17
2021-07-23,93.05
2021-07-30,94.43
2021-08-06,94.51
2021-08-13,84.67
2021-08-19,84.58
2021-08-27,84.7
2021-09-03,86.02
2021-10-01,83.84
2021-10-07,83.32
2021-10-22,85.55
2021-11-03,83.94
2021-11-11,83.92
2021-12-20,83.32
