date,npoc
YYYY-MM-DD,mg.L-1
2020-05-21,4.065
2020-05-27,3.365
2020-06-03,4.436
2020-06-09,2.861
2020-06-17,2.235
2020-06-25,1.764
2020-06-30,2.364
2020-07-07,1.704
2020-07-14,1.665
2020-07-22,1.602
2020-07-27,2.296
2020-08-02,1.536
2020-08-10,1.544
2020-08-18,2.633
2020-08-24,1.425
2020-08-31,1.836
2020-09-15,1.945
2020-09-22,1.569
2020-09-28,1.53
2020-10-08,1.468
2020-10-14,1.74
2020-10-22,1.58
2020-11-11,2.658
2020-12-08,1.538
2020-12-29,1.116
2021-01-29,1.222
2021-02-09,1.181
2021-03-10,1.308
2021-04-16,4.119
2021-04-29,4.013
2021-05-12,5.499
2021-05-20,6.161
2021-05-26,5.553
2021-06-01,4.028
2021-06-08,3.414
2021-06-14,2.816
2021-06-21,2.412
2021-06-29,2.422
2021-07-08,2.019
2021-07-21,2.052
2021-07-27,1.865
2021-08-05,1.834
2021-08-11,1.453
2021-08-18,1.434
2021-08-26,1.361
2021-08-30,1.365
2021-09-12,1.402
2021-10-06,1.694
2021-10-13,1.653
2021-11-05,1.529
2021-11-12,1.355
2021-12-16,11.6
