date,npoc
YYYY-MM-DD,mg.L-1
2020-06-02,0.9193
2020-06-16,0.8073
2020-06-30,0.8464
2020-07-14,0.962
2020-07-21,0.873
2020-07-29,0.9576
2020-08-04,0.873
2020-08-12,0.7386
2020-08-19,0.7463
2020-08-24,0.7687
2020-09-01,0.795
2020-09-10,0.7827
2020-09-14,0.7784
2020-09-23,0.8177
2020-09-29,0.7846
2020-10-05,0.7842
2020-10-13,0.9161
2020-10-20,0.7943
2020-10-28,0.753
2020-11-03,0.7622
2020-11-10,0.761
2020-11-19,0.8027
2020-12-03,0.7962
2021-01-06,1.344
2021-02-19,0.8011
2021-03-09,0.8223
2021-04-05,0.8251
2021-04-28,0.9014
2021-05-04,0.9374
2021-05-13,0.9044
2021-05-18,0.9602999999999999
2021-05-27,1.075
2021-06-02,1.0034
2021-06-08,0.9059
2021-06-10,0.8502
2021-06-16,0.8834
2021-06-22,0.7516
2021-07-01,0.7853
2021-07-07,0.8451
2021-07-16,0.8396
2021-07-20,0.8478
2021-07-27,0.8469
2021-08-04,0.9267
2021-08-10,0.975
2021-08-17,0.7728
2021-08-24,0.8076
2021-08-31,0.8565
2021-09-08,0.8163
2021-09-27,0.936
2021-10-04,0.7776
2021-10-15,0.7951
2021-10-20,0.7518
2021-10-28,0.7093
2021-11-04,0.8835
2021-11-08,0.8103
2021-12-01,0.7396
