date,dic
YYYY-MM-DD,mg.L-1
2015-11-02,20.11
2015-11-09,20.279600000000002
2015-11-15,20.2433
2015-11-23,19.6141
2015-12-01,20.54
2015-12-09,19.63
2015-12-30,19.91
2016-01-08,19.91
2016-01-18,19.82
2016-01-28,20.12
2016-02-12,19.68
2016-02-21,20.78
2016-03-09,20.29
2016-03-17,19.35
2016-03-24,19.17
2016-03-31,19.73
2016-04-08,19.26
2016-04-21,18.69
2016-05-02,19.78
2016-05-12,18.64
2016-05-20,20.27
2016-05-27,18.1
2016-06-04,19.28
2016-06-11,19.1
2016-06-17,18.95
2016-06-27,18.89
2016-06-29,19.34
2016-07-08,19.58
2016-07-15,19.96
2016-07-22,20.36
2016-08-05,18.25
2016-08-12,19.25
2016-08-19,19.62
2016-08-26,19.69
2016-09-02,19.24
2016-09-09,20.13
2016-09-16,19.36
2016-09-23,18.86
2016-09-30,18.83
2016-10-12,18.46
2016-10-19,19.81
2016-10-27,19.67
2016-11-03,18.83
2016-11-12,18.9
2017-03-19,19.39
2017-04-12,19.97
2017-04-30,19.0
2017-05-14,19.09
2017-05-30,19.31
2017-06-06,18.79
2017-06-15,19.45
2017-06-30,19.64
2017-07-13,21.0
2017-07-30,22.76
2017-08-03,17.63
2017-08-25,22.35
2017-09-14,22.43
2017-09-27,22.2
2017-10-14,19.69
2017-10-23,18.72
2017-11-03,19.02
2017-11-16,19.29
2018-01-05,19.63
2018-01-25,19.61
2018-03-03,18.69
2018-03-17,19.57
2018-05-07,18.107
2018-05-25,18.53
2018-06-08,19.08
2018-06-15,19.27
2018-06-25,19.08
2018-07-09,19.85
2018-07-15,20.41
2018-08-10,20.63
2018-08-17,20.12
2018-08-24,20.48
2018-08-31,22.96
2018-09-07,20.93
2018-09-14,21.02
2018-09-21,20.48
2018-09-28,20.98
