date,npoc
YYYY-MM-DD,mg.L-1
9/18/15,0.6987
9/19/15,0.6626
9/20/15,0.6634
9/21/15,0.6467
9/22/15,0.6531
9/23/15,0.6545
9/24/15,0.6146
9/25/15,0.5837
9/26/15,0.6288
9/27/15,0.6203
9/28/15,0.636
9/29/15,0.6098
9/30/15,0.6213
10/1/15,0.6449
10/2/15,0.671
10/3/15,0.6573
10/4/15,0.6197
10/5/15,0.6167
10/6/15,0.6829
10/7/15,0.6191
10/8/15,0.6554
10/9/15,0.612
10/10/15,0.5944
10/11/15,0.5524
10/12/15,0.5359
10/13/15,0.5553
10/14/15,0.6045
10/15/15,0.5962
10/16/15,0.5544
10/17/15,0.5487
10/18/15,0.5585
10/19/15,0.6616
10/20/15,0.7774
10/21/15,0.7842
10/22/15,0.6913
10/23/15,0.7182
10/24/15,0.735
10/25/15,0.7327
10/26/15,0.7015
10/27/15,0.6231
10/28/15,0.6722
10/29/15,0
10/30/15,0.7008
10/31/15,0.694
11/1/15,0.7535
11/2/15,0.7593
11/3/15,0.679
11/4/15,0.6847
11/5/15,0.6671
11/6/15,0.6402
11/7/15,0.5068
11/8/15,0.7255
11/9/15,0.6885
11/10/15,0.8876
11/11/15,0.6941
11/12/15,0.6698
11/13/15,0.6698
11/14/15,0.697
11/15/15,0.6743
11/16/15,0.6516
11/17/15,0.6031
11/18/15,0.6218
11/19/15,0.5844
11/20/15,0.5852
11/21/15,0.6272
11/22/15,0.6408
11/23/15,0.6119
11/24/15,0.612
11/25/15,0.6073
11/26/15,0.5971
11/27/15,0.5654
11/28/15,0.5683
11/29/15,0.58
11/30/15,0.5698
12/1/15,0.5705
12/2/15,0.5571
12/3/15,0.5574
12/4/15,0.5533
12/5/15,0.548
12/6/15,0.5316
12/7/15,0.5392
12/8/15,0.5773
12/9/15,0.526
12/10/15,0.5478
12/11/15,0.6032
12/12/15,0.5761
12/13/15,0.565
12/14/15,0.5773
12/15/15,0.5817
12/16/15,0.5847
12/17/15,0.552
12/18/15,0.5678
12/19/15,0.5584
12/20/15,0.5479
12/21/15,0.5951
12/22/15,0.3242
12/23/15,0.3445
12/24/15,0.3549
12/25/15,0.348
12/26/15,0.3564
12/27/15,0.3598
12/28/15,0.3532
12/29/15,0.3583
12/30/15,0.3509
12/31/15,0.3386
1/1/16,0.3541
1/2/16,0.3299
1/3/16,0.3218
1/4/16,0.3314
1/5/16,0.3285
1/6/16,0.3276
1/7/16,0.3263
1/8/16,0.3262
1/9/16,0.3357
1/10/16,0.3517
1/11/16,0.3177
1/12/16,0.3486
1/13/16,0.314
1/14/16,0.3309
1/15/16,0.3289
1/16/16,0.3308
1/17/16,0.3216
1/18/16,0.3267
1/19/16,0.3384
1/20/16,0.3454
1/21/16,0.3509
1/22/16,0.3502
1/23/16,0.3482
1/24/16,0.3417
1/25/16,0.3317
1/26/16,0.3474
1/27/16,0.3291
1/28/16,0.3252
1/29/16,0.3416
1/30/16,0.3434
1/31/16,0.333
2/1/16,0.3477
2/2/16,0.374
2/3/16,0.3626
2/4/16,0.3721
2/5/16,0.3553
2/6/16,0.3635
2/7/16,0.3418
2/11/16,0.3383
2/12/16,0.3844
2/13/16,0.3332
2/14/16,0.3284
2/15/16,0.354
