date,npoc
YYYY-MM-DD,mg.L-1
2015-12-31,0.9278
2016-01-12,0.9418
2016-02-12,0.9418
2016-02-18,0.9294
2016-02-24,0.9629
2016-03-04,1.025
2016-03-11,1.081
2016-03-18,1.221
2016-03-27,1.234
2016-03-28,2.713
2016-04-03,1.884
2016-04-04,1.742
2016-04-05,1.648
2016-04-07,2.4
2016-04-09,2.724
2016-04-11,2.636
2016-04-14,2.523
2016-04-16,2.988
2016-04-18,2.861
2016-04-20,2.531
2016-04-22,2.357
2016-04-24,2.524
2016-04-26,2.552
2016-04-28,2.277
2016-04-30,2.2
2016-05-02,2.192
2016-05-04,2.151
2016-05-06,2.817
2016-05-08,2.697
2016-05-10,3.017
2016-05-12,2.705
2016-05-14,3.019
2016-05-16,3.48
2016-05-18,2.953
2016-05-20,3.49
2016-05-22,4.119
2016-05-24,3.819
2016-05-26,3.776
2016-05-28,3.593
2016-05-30,3.471
2016-06-01,3.88
2016-06-03,4.279
2016-06-05,4.577500000000001
2016-06-07,4.876
2016-06-09,4.846
2016-06-11,4.959
2016-06-13,4.65
2016-06-15,4.236
2016-06-17,3.961
2016-06-19,3.907
2016-06-21,4.141
2016-06-23,3.643
2016-06-25,3.355
2016-06-27,2.916
2016-06-29,3.256
2016-07-01,3.035
2016-07-03,3.633
2016-07-05,2.679
2016-07-07,1.865
2016-07-09,2.986
2016-07-11,2.782
2016-07-13,2.436
2016-07-15,2.144
2016-07-17,2.235
2016-07-19,2.688
2016-07-21,2.404
2016-07-23,2.262
2016-07-25,1.206
2016-07-27,2.292
2016-07-29,2.201
2016-07-31,2.065
2016-08-02,2.23
2016-08-04,2.015
2016-08-06,2.142
2016-08-08,3.51
2016-08-10,2.801
2016-08-12,2.545
2016-08-14,1.45
2016-08-16,2.178
2016-08-18,2.054
2016-08-20,2.0
2016-08-22,1.841
2016-08-24,1.828
2016-08-26,2.227
2016-08-28,1.844
2016-09-02,1.075
2016-09-03,1.158
2016-09-05,2.042
2016-09-07,1.903
2016-09-09,1.934
2016-09-11,1.756
2016-09-13,1.859
2016-09-15,1.873
2016-09-21,1.165
2016-09-21,1.226
2016-09-23,1.275
2016-09-25,1.189
2016-09-27,2.172
2016-09-29,2.113
2016-10-01,1.998
2016-10-03,1.868
2016-10-05,1.703
2016-10-07,1.585
2016-10-09,1.354
2016-10-11,1.825
2016-10-15,1.875
2016-10-17,1.803
2016-10-19,1.739
2016-10-21,1.506
2016-10-23,1.547
2016-10-25,1.627
2016-10-27,1.67
2016-10-29,1.684
2016-11-13,0.9639
2017-02-20,0.993
2017-03-10,0.9414
2017-03-17,1.444
2017-03-25,1.718
2017-03-28,3.948
2017-03-29,5.898
2017-03-30,5.574
2017-03-31,3.702
2017-04-01,3.951
2017-04-02,4.249
2017-04-03,3.974
2017-04-05,2.454
2017-04-06,3.432
2017-04-07,4.62
2017-04-08,4.492
2017-04-09,5.087
2017-04-10,5.326
2017-04-11,6.343
2017-04-12,5.482
2017-04-13,6.679
2017-04-14,6.794
2017-04-15,6.897
2017-04-16,7.315
2017-04-17,8.097
2017-04-18,8.085
2017-04-19,7.817
2017-04-20,6.217
2017-04-21,5.705
2017-04-22,7.19
2017-04-23,9.194
2017-04-24,8.386
2017-04-25,5.288
2017-04-26,5.394
2017-04-27,4.799
2017-04-29,5.85
2017-04-30,5.835
2017-05-01,6.75
2017-05-02,7.643
2017-05-03,9.443
2017-05-04,13.59
2017-05-05,15.01
2017-05-06,11.91
2017-05-07,8.927
2017-05-08,8.62
2017-05-09,8.459
2017-05-10,8.134
2017-05-11,9.48
2017-05-12,11.21
2017-05-13,11.22
2017-05-15,14.38
2017-05-16,9.065
2017-05-17,7.456
2017-05-18,6.224
2017-05-19,6.991
2017-05-20,7.654
2017-05-21,7.669
2017-05-22,8.623
2017-05-23,8.83
2017-05-24,11.34
2017-05-25,10.11
2017-05-26,3.94
2017-05-27,14.32
2017-05-28,10.15
2017-05-29,11.16
2017-05-30,11.35
2017-05-31,8.81
2017-06-01,10.44
2017-06-02,9.093
2017-06-03,10.47
2017-06-04,13.68
2017-06-05,9.863
2017-06-06,8.422
2017-06-07,9.695
2017-06-08,4.365
2017-06-09,7.643
2017-06-10,7.742
2017-06-11,7.065
2017-06-12,7.09
2017-06-13,8.093
2017-06-14,9.267
2017-06-15,9.701
2017-06-16,9.102
2017-06-17,9.745
2017-06-18,10.31
2017-06-19,8.972
2017-06-20,9.58
2017-06-21,4.043
2017-06-22,15.85
2017-06-23,13.68
2017-06-24,11.53
2017-06-25,11.09
2017-06-26,11.95
2017-06-27,11.34
2017-06-28,10.39
2017-06-29,9.531
2017-06-30,9.341
2017-07-01,9.003
2017-07-02,8.593
2017-07-03,2.617
2017-07-04,9.131
2017-07-05,9.18
2017-07-06,9.221
2017-07-07,7.739
2017-07-08,8.3
2017-07-09,8.922
2017-07-10,9.252
2017-07-11,8.278
2017-07-12,7.702
2017-07-13,7.352
2017-07-15,8.101
2017-07-18,2.186
2017-07-19,1.978
2017-07-20,1.943
2017-07-21,2.587
2017-07-22,3.112
2017-07-23,2.616
2017-07-24,2.658
2017-07-25,3.045
2017-07-26,2.969
2017-07-27,3.601
2017-07-28,2.276
2017-07-29,2.628
2017-07-30,3.648
2017-07-31,4.21
2017-08-01,2.391
2017-08-02,2.196
2017-08-03,2.118
2017-08-04,2.862
2017-08-05,1.926
2017-08-06,2.366
