date,dic
YYYY-MM-DD,mg.L-1
2019-04-27,39.7
2019-05-10,30.24
2019-05-19,39.93
2019-05-24,41.35
2019-06-03,40.73
2019-06-18,43.62
2019-07-01,48.36
2019-07-09,49.84
2019-07-16,52.13
2019-08-15,49.26
2019-09-05,50.31
2019-10-02,45.83
2020-04-21,43.98
2020-05-13,47.83
2020-05-28,53.0
2020-06-10,48.18
2020-06-24,50.35
2020-07-08,49.35
2020-08-03,49.06
2020-08-26,50.7
2020-09-29,47.77
2020-11-03,48.53
2021-05-10,48.88
2021-05-24,47.22
2021-06-17,46.99
2021-06-30,47.94
2021-07-22,50.52
2021-08-20,53.37
