date,dic
YYYY-MM-DD,mg.L-1
2020-06-03,143.0
2020-06-16,142.3
2020-06-30,145.2
2020-07-14,150.6
2020-07-21,151.3
2020-07-29,152.8
2020-08-04,151.7
2020-08-12,146.9
2020-08-19,145.1
2020-08-24,145.2
2020-09-01,146.6
2020-09-10,144.2
2020-09-14,145.8
2020-09-23,146.4
2020-09-29,148.7
2020-10-05,147.0
2020-10-13,143.2
2020-10-20,142.1
2020-10-28,144.1
2020-11-03,144.0
2020-11-19,144.8
2020-12-03,143.9
2021-01-20,141.4
2021-02-19,143.7
2021-03-09,143.3
2021-04-28,152.4
2021-05-04,151.9
2021-05-13,152.0
2021-05-18,152.9
2021-06-02,151.2
2021-06-08,157.9
2021-06-15,160.6
2021-06-22,159.2
2021-07-01,160.3
2021-07-07,158.1
2021-07-20,138.7
2021-07-27,135.4
2021-08-04,139.6
2021-08-10,123.8
2021-08-17,140.1
2021-08-24,139.3
2021-08-31,140.3
2021-09-08,143.6
2021-09-27,139.9
2021-10-04,140.9
2021-10-15,137.5
2021-10-20,137.2
2021-10-28,134.8
2021-11-04,137.1
2021-11-08,138.5
2021-12-01,137.4
