date,dic
YYYY-MM-DD,mg.L-1
2015-09-01,31.45
2015-09-08,31.73
2015-09-17,31.77
2015-09-22,31.6
2015-10-07,31.42
2015-10-16,31.85
2015-10-20,31.82
2015-10-28,32.0
2015-11-03,32.25
2015-11-09,32.18
2015-11-16,32.15
2015-11-23,32.13
2015-11-30,31.97
2015-12-08,31.99
2015-12-14,31.8
2015-12-22,31.62
2015-12-28,32.07
2016-01-04,32.32
2016-01-12,32.26
2016-02-02,32.38
2016-02-09,65.75
2016-02-15,32.12
2016-02-23,32.12
2016-02-29,32.0
2016-03-08,32.11
2016-03-15,32.19
2016-03-21,32.11
2016-03-29,32.17
2016-04-05,31.74
2016-04-12,32.09
2016-04-19,31.96
2016-04-25,32.1
2016-05-03,32.16
2016-05-11,32.12
2016-05-17,31.93
2016-05-27,32.02
2016-06-01,31.99
2016-06-09,32.13
2016-06-16,32.02
2016-06-22,32.23
2016-06-29,31.86
2016-07-06,32.24
2016-07-13,31.92
2016-07-20,32.1
2016-07-27,31.93
2016-08-03,31.46
2016-08-10,31.53
2016-08-17,31.14
2016-08-23,31.15
2016-08-23,31.38
2016-08-23,31.82
2016-08-24,31.07
2016-08-31,31.27
2016-09-07,14.54
2016-09-14,11.87
2016-09-21,12.59
2016-09-28,30.42
2016-10-11,7.811
2016-10-19,31.91
2016-10-26,31.56
2016-11-02,31.19
2016-11-09,32.03
2016-11-16,31.33
2016-11-22,31.57
2016-11-29,14.95
2016-12-06,31.31
2016-12-13,31.71
2016-12-20,32.03
2016-12-27,31.01
2017-01-03,31.03
2017-01-10,31.56
2017-01-17,31.06
2017-01-24,31.57
2017-01-31,31.35
2017-02-07,30.37
2017-02-14,30.22
2017-02-21,29.96
2017-02-28,29.88
2017-03-07,29.86
2017-03-14,29.84
2017-03-21,29.88
2017-03-28,29.74
2017-04-04,29.99
2017-04-11,30.3
2017-04-18,30.17
2017-04-25,30.23
2017-05-02,30.37
2017-05-09,30.12
2017-05-16,30.32
2017-05-23,30.38
2017-05-30,30.46
2017-06-14,30.83
2017-06-20,30.71
2017-06-29,30.79
2017-07-05,30.98
2017-07-12,31.42
2017-07-18,31.28
2017-07-25,30.59
2017-08-03,30.89
2017-08-09,30.7
2017-08-16,31.03
2017-08-23,30.85
2017-08-29,31.13
2017-09-05,31.2
2017-09-13,31.35
2017-09-20,31.19
2017-09-27,31.53
2017-10-05,31.65
2017-10-10,31.590000000000003
2017-10-17,31.509999999999998
2017-10-24,13.75
2017-10-31,31.86
2017-11-07,31.9
2017-11-14,32.06
2017-11-21,32.08
2017-11-28,32.04
2017-12-05,32.12
2017-12-12,32.15
2017-12-19,32.32
2017-12-26,32.25
2018-01-02,32.26
2018-01-09,32.28
2018-01-16,32.22
2018-01-23,30.38
2018-01-30,30.46
2018-02-06,30.34
2018-02-13,30.44
2018-02-20,30.61
2018-02-27,30.66
2018-03-06,30.95
2018-03-13,30.9
2018-03-20,31.369999999999997
2018-03-27,31.950000000000003
2018-04-03,31.39
2018-04-10,31.660000000000004
2018-04-17,31.53
2018-04-24,31.410000000000004
2018-05-01,31.450000000000003
2018-07-16,32.21
2018-07-23,31.91
2018-07-30,31.47
2018-08-06,31.79
2018-08-13,31.64
2018-08-21,32.36
2018-08-27,32.35
2018-09-04,32.6
2018-09-10,31.9
2018-09-17,32.34
2018-09-24,32.44
2018-10-01,32.0
2018-10-16,31.07
2018-10-29,32.42
2018-12-04,31.12
2018-12-25,30.93
2019-01-01,31.96
2019-01-15,31.67
2019-02-05,31.79
2019-05-07,29.82
