date,npoc
YYYY-MM-DD,mg.L-1
2020-05-22,0.21383999999999997
2020-05-29,0.3222
2020-06-05,0.232
2020-06-12,1.0388
2020-06-19,0.4664
2020-06-26,0.0038
2020-07-02,0.5274
2020-07-10,0.1695
2020-07-17,0.1618
2020-07-23,1.0024
2020-07-30,0.1388
2020-08-07,-0.0547
2020-08-14,0.1953
2020-08-20,0.0668
2020-08-27,0.0524
2020-09-03,0.2993
2020-09-11,-0.0393
2020-09-18,0.2036
2020-10-01,-0.0641
2020-10-08,-0.0189
2020-10-16,0.0161
2020-10-23,-0.0578
2020-10-27,0.1122
2020-11-06,0.2721
2020-11-20,0.06379
2021-05-19,0.3997
2021-05-28,0.1767
2021-06-04,0.1489
2021-07-23,0.09329
2021-07-30,0.365
2021-08-06,0.1491
2021-08-13,0.2576
2021-08-27,0.2587
2021-09-03,0.0898
2021-10-01,0.1358
2021-10-07,0.1696
2021-10-22,0.0193
2021-11-03,0.0998
2021-11-11,0.0198
