date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,0.267
2015-11-09,0.34068
2015-11-15,0.2766
2015-11-23,0.25895999999999997
2015-12-01,0.457745352
2015-12-09,0.382870339
2016-01-28,0.445418876
2016-02-12,0.464325025
2016-02-21,0.4288
2016-03-09,0.4782
2016-03-24,0.5048
2016-03-31,0.4444
2016-04-08,0.6223
2016-04-21,0.7851
2016-05-02,0.6525
2016-05-27,1.012
2016-06-04,0.9364
2016-06-17,0.6361
2016-06-27,0.3539
2016-06-29,0.4116
2016-07-08,0.2904
2016-07-15,0.2081
2016-07-22,0.2594
2016-08-05,0.721
2016-08-12,0.4314
2016-08-19,0.4067
2016-08-26,0.4823
2016-09-02,0.6365
2016-09-09,0.3532
2016-09-16,0.4285
2016-09-23,0.5816
2016-09-30,0.4404
2016-10-12,0.5344
2016-10-19,1.722
2016-10-27,1.644
2016-11-03,1.642
2016-11-12,1.535
2017-03-19,0.5029
2017-04-12,0.5966
2017-04-30,0.8117
2017-06-30,0.62
2017-07-30,0.4917
2017-08-25,0.4535
2017-09-14,0.6374
2017-09-27,0.4791
2017-10-14,0.5201
2017-10-23,0.5031
2017-11-03,0.4678
2017-11-16,0.4313
2018-03-03,0.7199
2018-05-25,0.8697
2018-06-08,0.58
2018-06-15,0.6725
2018-06-25,0.574
2018-07-09,0.5767
2018-07-15,0.4537
2018-08-10,0.5907
2018-08-17,0.5705
2018-08-24,0.6095
2018-08-31,0.4591
2018-09-07,0.3984
2018-09-14,0.4263
2018-09-21,0.4195
2018-09-28,0.4634
2018-10-05,0.6772
2018-10-12,0.503
2018-10-18,0.5277
2018-10-25,0.5369
2018-11-02,0.481
2018-11-10,0.567
2018-11-17,0.4339
2018-12-14,0.344
2018-12-20,0.411
2019-01-29,1.432
2019-06-05,1.553
2019-06-11,1.509
2019-06-21,1.449
2019-06-27,0.8906
2019-07-05,0.7602
2019-07-14,0.5685
2019-07-19,0.5009
2019-07-26,0.4567
2019-08-02,0.5141
2019-08-09,0.4094
2019-08-16,0.4944
2019-08-23,0.4016
2019-08-30,0.4918
2019-09-06,0.4925
2019-09-13,0.4606
2019-09-20,0.5421
2019-09-27,0.5478
2019-10-04,0.5632
2019-10-11,0.5594
2019-10-19,0.5803
2019-10-25,0.3547
2019-11-03,0.1975
2019-11-08,0.4668
2019-11-15,0.2625
2019-11-22,0.4067
2019-12-04,0.3509
2019-12-12,0.3516
2019-12-20,0.1862
2020-01-08,0.1725
2020-01-21,0.2605
2020-01-28,0.2069
2020-02-11,0.5143
2020-02-20,0.5005
2020-03-11,0.5009
2020-03-17,0.5227
2020-04-03,0.6116
2020-04-09,0.6429
2020-04-14,0.6828
2020-04-24,0.6236
2020-05-22,1.513
2020-05-29,1.087
2020-06-05,0.7642
2020-06-12,0.6676
2020-06-19,0.5413
2020-06-26,0.4889
2020-07-02,0.4526
2020-07-10,0.4155
2020-07-17,0.4259
2020-07-23,0.4571
2020-07-30,0.4514
2020-08-07,0.4588
2020-08-14,0.4282
2020-08-20,0.4276
2020-08-27,0.4458
2020-09-03,0.4538
2020-09-11,0.5924
2020-09-18,0.4273
2020-09-24,0.4172
2020-10-01,0.4025
2020-10-08,0.412
2020-10-16,0.3949
2020-10-23,0.4239
2020-10-27,0.5113
2020-11-06,0.4299
2020-11-13,0.4281
2020-12-04,0.2823
2021-01-08,0.34
2021-01-15,0.2894
2021-01-28,0.3449
2021-02-11,0.3047
2021-03-03,0.4408
2021-03-19,0.3356
2021-03-25,0.4827
2021-04-07,0.5157
2021-05-17,1.5
2021-05-28,1.137
2021-06-04,1.045
2021-07-23,0.5982
2021-07-30,0.6125
2021-07-31,1.18
2021-08-06,0.7136
2021-08-13,0.4501
2021-08-19,0.9424
2021-08-27,0.3874
2021-10-01,0.5573
2021-10-07,0.3593
2021-10-22,0.2941
2021-10-27,0.36
2021-11-03,0.3231
2021-11-11,0.3151
2022-10-15,0.3629
