date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,0.24336
2015-11-09,0.21792
2015-11-15,0.19355999999999998
2015-11-23,0.21444
2015-12-01,0.354219611
2015-12-09,0.350554983
2015-12-30,0.361882015
2016-01-08,0.391782048
2016-01-18,0.38145446
2016-01-28,0.366629374
2016-02-12,0.40327565400000004
2016-02-21,0.3768
2016-03-09,0.3828
2016-03-17,0.3966
2016-03-24,0.4287
2016-03-31,0.3979
2016-04-08,0.85
2016-04-21,0.8216
2016-05-02,0.5988
2016-05-12,1.087
2016-05-20,1.555
2016-05-27,1.076
2016-06-04,0.9693
2016-06-11,0.7802
2016-06-17,0.4833
2016-06-27,0.3078
2016-06-29,0.2854
2016-07-08,0.2714
2016-07-15,0.2234
2016-07-22,0.235
2016-08-05,1.21
2016-08-12,0.3786
2016-08-19,0.3234
2016-08-26,0.4113
2016-09-02,0.5012
2016-09-09,0.3289
2016-09-16,0.3381
2016-09-23,0.4954
2016-09-30,0.4038
2016-10-12,0.5015
2016-10-19,0.3299
2016-10-27,0.3113
2016-11-03,0.3355
2016-11-12,0.3149
2017-04-12,0.7478
2017-04-30,0.7948
2017-05-14,2.093
2017-05-30,1.655
2017-06-15,0.8881
2017-06-30,0.583
2017-07-30,0.5221
2017-08-25,0.4217
2017-09-14,0.4404
2017-09-27,0.4416
2017-10-14,0.5174
2017-10-23,0.5592
2017-11-16,0.4008999999999999
2018-03-03,0.8934
2018-05-07,1.525
2018-05-25,0.6985
2018-06-08,0.5789
2018-06-15,0.6269
2018-06-25,0.4514
2018-07-09,0.4207
2018-07-15,0.4431
2018-08-10,0.4344
2018-08-17,0.3918
2018-08-24,0.4514
2018-08-31,0.9038
2018-09-07,0.3864
2018-09-14,0.3837
2018-09-21,0.4489
2018-09-28,0.4287
