date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,0.45239999999999997
2015-11-09,0.38423999999999997
2015-11-15,0.30383999999999994
2015-11-23,0.29448
2015-12-01,0.48373089599999997
2015-12-09,0.475402196
2015-12-30,0.476068492
2016-01-08,0.451165679
2016-01-18,0.456662621
2016-01-28,0.46815622700000004
2016-02-12,0.518544862
2016-02-21,0.5108
2016-03-09,0.6428
2016-03-17,0.6043
2016-03-24,0.6285
2016-03-31,0.5646
2016-04-08,1.013
2016-04-21,1.204
2016-05-02,0.8982
2016-05-12,1.53
2016-05-20,1.963
2016-05-27,1.696
2016-06-04,1.415
2016-06-11,1.123
2016-06-17,0.9172
2016-06-27,0.6647
2016-06-29,0.4909
2016-07-08,0.6064
2016-07-15,0.4296
2016-07-22,0.4651
2016-08-05,1.384
2016-08-12,0.6881
2016-08-19,0.6662
2016-08-26,0.6863
2016-09-02,0.8552
2016-09-09,0.5977
2016-09-16,0.6271
2016-09-23,0.7152
2016-09-30,0.6258
2016-10-12,0.8553
2016-10-19,0.5416
2016-10-27,0.552
2016-11-03,0.5853
2016-11-12,0.5083
2017-03-19,0.8774
2017-04-12,1.03
2017-04-30,1.242
2017-05-14,2.619
2017-05-30,2.024
2017-06-06,1.854
2017-06-15,1.397
2017-06-30,1.054
2017-07-13,1.178
2017-07-30,1.221
2017-08-03,0.9468
2017-08-25,0.6706
2017-09-14,0.7774
2017-09-27,0.7314
2017-10-14,0.7001999999999999
2017-10-23,0.6765
2017-11-03,0.5287
2017-11-16,0.5055
2018-01-05,0.4175
2018-01-25,0.4302
2018-03-03,1.291
2018-03-17,0.4369
2018-05-07,1.909
2018-05-25,1.057
2018-06-08,0.8907
2018-06-15,0.7215
2018-06-25,0.6622
2018-07-09,0.676
2018-07-15,0.6639
2018-08-10,0.8626
2018-08-17,0.7418
2018-08-24,0.747
2018-08-31,8.169
2018-09-07,0.6779
2018-09-14,0.6022
2018-09-21,0.673
2018-09-28,0.6149
