date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,1.7124
2015-11-09,1.6008
2015-11-15,1.5588
2016-05-12,2.603
2016-05-20,3.652
2016-05-27,4.203
2016-06-04,4.924
2016-06-11,5.507
2016-06-17,4.522
2016-06-27,3.082
2016-06-29,1.864
2016-07-08,1.99
2016-07-15,1.81
2016-07-22,2.441
2016-08-05,3.719
2016-08-12,2.379
2016-08-19,1.914
2016-08-26,2.387
2016-09-02,2.49
2016-09-09,2.074
2016-09-16,1.852
2016-09-23,2.071
2016-09-30,2.003
2016-10-12,2.154
2016-10-19,0.3982
2016-10-27,0.3896
2016-11-03,0.3846
2016-11-12,0.3481
2017-05-30,4.584
2017-06-15,4.427
2017-06-30,4.89
2017-07-13,3.204
2017-07-30,2.308
2017-08-25,1.951
2017-09-14,1.805
2017-09-27,1.799
2017-10-14,1.996
2017-10-23,1.7240000000000002
2017-11-03,1.6600000000000001
2018-05-25,4.147
2018-06-08,3.945
2018-06-15,2.691
2018-06-25,1.989
2018-07-09,1.973
2018-07-15,2.198
2018-08-10,0.1248
2018-08-17,0.3507
2018-08-24,0.3159
