date,npoc
YYYY-MM-DD,mg.L-1
2016-10-15,0.5574
2016-10-19,0.4878
2016-10-27,0.4633
2016-11-03,0.4732
2016-11-12,0.4636
2017-08-11,0.8231
2017-10-29,0.7485
2018-03-03,1.221
2018-03-17,0.3893
2018-05-07,1.481
2018-05-25,1.119
2018-06-08,1.029
2018-06-15,0.7987
2018-06-25,0.8923
2018-07-11,0.6335
2018-07-15,0.6217
2018-08-10,0.5292
2018-08-17,0.4136
2018-08-24,0.5434
2018-08-31,0.6136
2018-09-07,0.4614
2018-09-14,0.4414
2018-09-21,0.4557
2018-09-28,0.543
2018-10-05,0.6406
2018-10-12,0.5073
2018-10-19,0.4975
2018-10-25,0.5933
2018-11-02,0.5492
2018-11-10,0.561
2018-11-17,0.4861
2018-12-21,0.513
2019-01-03,0.5303
2019-01-11,0.4711
2019-02-21,0.4503
