date,npoc
YYYY-MM-DD,mg.L-1
2019-04-27,5.147
2019-05-10,5.979
2019-05-19,5.975
2019-05-24,5.827999999999999
2019-06-03,5.273
2019-06-18,5.721
2019-07-01,6.211
2019-07-09,6.763
2019-07-16,6.315
2019-08-15,5.32
2019-09-05,4.929
2019-10-02,6.618
2020-04-21,5.915
2020-05-13,3.296
2020-05-28,3.586
2020-06-10,4.536
2020-06-24,5.138
2020-07-08,5.259
2020-08-04,5.986
2020-08-26,6.422
2020-09-29,5.302
2020-11-03,5.87
2021-05-10,4.406
2021-05-24,5.784
2021-06-17,5.738
2021-06-30,5.408
2021-07-22,4.546
2021-08-20,11.77
