date,npoc
YYYY-MM-DD,mg.L-1
2016-08-05,2.043
2016-08-12,2.276
2016-08-19,1.86
2016-08-26,0.443
2016-09-02,0.5924
2016-09-09,0.5727
2016-09-16,0.5434
2016-09-23,0.6755
2016-10-01,0.6755
2016-10-12,0.4674
2016-10-19,0.4504
2016-10-27,0.4293
2016-11-03,0.6347
2016-11-12,0.5823
2017-06-16,0.5984
2017-08-04,0.5761
2017-08-25,0.4742
2017-09-27,0.4481
2017-10-05,0.6764
2017-10-12,0.8638
2017-10-13,0.7648
2017-10-24,0.7733
2017-11-03,0.6277
2017-11-15,0.6828
2018-05-25,0.503
2018-06-09,0.508
2018-06-15,0.5765
2018-06-25,0.533
2018-07-11,0.6654
2018-07-16,0.6541
2018-08-24,1.693
2018-08-27,0.8444
2018-08-31,0.948
2018-09-07,0.6158
2018-09-14,1.093
2018-09-21,1.176
2018-09-28,0.6421
2018-10-05,0.6822
2018-10-12,0.6376
2018-10-19,0.9603
2018-10-25,0.6878
2018-11-02,0.703
2018-11-10,0.6328
2018-11-17,1.344
2019-01-11,1.425
2019-06-23,1.534
2019-06-27,1.76
2019-07-05,1.746
2019-07-14,1.076
2019-07-19,1.386
2019-07-26,1.554
2019-08-02,2.365
2019-08-09,2.068
2019-08-16,1.442
2019-08-23,0.7124
2019-08-30,2.15
2019-09-06,1.117
2019-09-20,1.308
2019-09-27,1.319
2019-10-04,1.906
2019-10-24,0.8031
2019-11-03,1.255
2019-11-08,0.7185
2019-11-15,0.8591
2019-11-22,0.6061
2020-03-01,0.7233
2020-04-01,0.7817000000000001
2020-04-28,0.7703
2020-05-22,0.7493000000000001
2020-05-29,0.9081
2020-06-08,0.7533
2020-06-12,0.6482
2020-06-19,0.6267
2020-06-26,0.5928
2020-07-02,0.9145
2020-07-10,0.7047
2020-07-17,0.7098
2020-07-23,0.8199
2020-07-30,0.8618
2020-08-07,0.7348
2020-08-14,0.7151
2020-08-20,0.918
2020-08-27,0.6829
2020-09-03,0.6766
2020-09-11,0.8242
2020-09-18,0.7066
2020-09-24,0.66
2020-10-01,0.7545
2020-10-08,0.5205
2020-10-16,0.5339
2020-10-23,0.6661
2020-11-06,0.6573
2020-12-16,1.691
2021-01-21,0.5294
2021-02-17,0.4787
2021-03-10,0.4736
2021-04-14,0.5999
2021-05-19,0.5915
2021-05-28,0.5245
2021-06-04,0.5608
2021-07-23,0.6412
2021-07-30,0.7268
2021-08-06,0.6146
2021-08-13,0.5343
2021-08-19,0.6418
2021-08-27,0.4796
2021-09-03,0.5868
2021-10-01,0.4672
2021-10-07,0.4381
2021-10-22,0.4463
2021-11-03,0.3738
2021-11-11,0.4766
2021-12-20,0.5555
