date,npoc
YYYY-MM-DD,mg.L-1
2015-10-21,0.6431
2015-11-01,0.2825
2015-11-17,0.5098
2015-11-23,2.954
2015-12-03,0.6818
2015-12-14,0.7307
2015-12-22,0.7595
2015-12-28,1.326
2016-01-04,4.605
2016-01-12,5.489
2016-02-02,2.609
2016-02-15,0.7413
2016-02-23,5.233
2016-02-29,0.7428
2016-03-08,0.6677
2016-03-15,0.7175
2016-03-21,1.025
2016-03-29,1.889
2016-04-05,0.8042
2016-04-12,0.7411
2016-04-19,0.7244
2016-04-25,0.8584
2016-05-03,0.8738
2016-05-11,0.8316
2016-05-17,0.8793
2016-05-27,0.8756
2016-06-01,0.9329
2016-06-09,0.8182
2016-06-16,0.6889
2016-06-22,0.7377
2016-06-29,0.8596
2016-07-08,0.6141
2016-07-15,0.5508
2016-07-22,0.5454
2016-07-29,0.5243
2016-08-05,0.5954
2016-08-12,0.7698
2016-08-19,0.5689
2016-08-26,0.5362
2016-09-02,0.6309
2016-09-09,0.623
2016-09-16,0.5982
2016-09-23,0.6171
2016-10-01,0.7237
2016-10-12,0.5074
2016-10-19,0.6201
2016-10-21,2.341
2016-10-27,0.5315
2016-11-03,0.3969
2016-11-12,0.3917
2016-11-22,1.362
2016-11-29,0.4683
2016-12-06,0.7223
2016-12-13,1.193
2016-12-27,3.94
2017-01-03,0.7563
2017-01-17,0.7432
2017-01-24,0.7662
2017-01-31,5.33
2017-02-07,4.19
2017-02-15,3.298
2017-02-21,0.7717
2017-02-28,0.7359
2017-03-09,0.7401
2017-03-14,1.926
2017-03-21,2.617
2017-03-28,4.257
2017-04-04,5.213
2017-04-11,6.422
2017-04-18,0.6255
2017-04-25,0.7606
2017-05-02,0.7663
2017-05-09,0.8182
2017-05-16,0.8348
2017-05-23,0.8457
2017-05-30,0.8158
2017-06-01,0.6725
2017-06-16,0.7979
2017-06-30,0.5868
2017-07-30,0.3708
2017-08-25,0.4241
2017-09-14,0.4026
2017-09-27,0.5447
2017-10-10,0.8087
2017-10-17,0.6931
2017-10-24,0.5585
2017-10-31,0.7735
2017-11-07,0.7383
2017-11-21,0.7778
2017-11-24,0.8417
2017-11-28,0.8059
2017-12-05,0.8073
2017-12-12,3.491
2017-12-19,0.8158
2017-12-26,2.643
2018-01-02,0.93
2018-01-09,0.8732
2018-01-16,0.8704
2018-01-23,2.45
2018-01-30,2.986
2018-02-06,0.8662
2018-02-13,3.825
2018-02-20,0.8174
2018-02-27,0.8111
2018-03-06,0.8395
2018-03-13,1.466
2018-03-20,0.5838
2018-03-27,1.334
2018-04-03,0.6758
2018-04-10,0.6331
2018-04-17,0.6652
2018-04-24,0.8001
2018-05-01,0.744
2018-05-25,0.7139
2018-06-09,0.5444
2018-06-15,0.5957
2018-06-25,0.539
2018-07-11,0.4719
2018-07-16,0.4657
2018-08-10,0.4229
2018-08-17,0.5777
2018-08-24,0.6652
2018-08-31,0.5501
2018-09-07,0.6414
2018-09-14,0.7334
2018-09-21,0.612
2018-09-28,0.5344
2018-10-05,0.5937
2018-10-12,0.5718
2018-10-16,0.7319
2018-10-19,0.529
2018-10-25,0.6135
2018-10-30,0.7282
2018-11-02,0.6129
2018-12-04,0.6922
2018-12-25,0.79
2019-01-01,0.7964
2019-01-15,0.7675
2019-02-05,0.7652
2019-05-07,1.054
2019-06-23,0.8937
2019-06-27,0.8518
2019-07-05,0.6681
2019-07-14,0.5933
2019-07-19,0.5357
2019-07-26,0.4737
2019-08-02,0.3764
2019-08-09,0.4154
2019-08-16,0.5458
2019-08-23,0.5274
2019-08-30,0.5965
2019-09-06,0.4821
2019-09-13,1.236
2019-09-20,0.6537
2019-09-27,0.5903
2019-10-04,0.5309
2019-10-11,0.5629
2019-10-19,0.6001
2019-10-25,0.5275
2019-11-03,0.6331
2019-11-08,0.7042
2019-11-15,0.8005
2020-05-22,0.8908
2020-05-29,0.8309
2020-06-05,0.7242
2020-06-12,0.6788
2020-06-19,0.6917
2020-06-26,0.5854
2020-07-02,0.5374
2020-07-10,0.5797
2020-07-17,0.4985
2020-07-23,0.4694
2020-07-30,0.4826
2020-08-07,0.4782
2020-08-14,0.4511
2020-08-20,0.3197
2020-08-27,0.3876
2020-09-03,0.4267
2020-09-11,0.3907
2020-09-18,0.4104
2020-09-24,0.3872
2020-10-01,0.333
2020-10-08,0.3067
2020-10-16,0.5635
2020-10-23,0.5543
2020-11-06,0.5228
2021-05-19,0.7555
2021-05-28,0.7288
2021-06-04,0.5788
2021-07-23,0.4099
2021-07-30,0.6156
2021-08-06,0.3772
2021-08-13,0.2476
2021-08-19,0.5437
2021-08-27,0.5036
2021-09-03,0.5372
2021-10-01,0.5092
2021-10-07,0.5492
2021-10-22,0.509
2022-10-15,0.4033
