date,npoc
YYYY-MM-DD,mg.L-1
2015-11-02,0.28932
2015-11-09,0.19224
2015-11-15,0.18744
2015-11-23,0.16296
2016-04-08,0.6679
2016-04-21,0.6347
2016-05-02,0.4335
2016-05-12,0.8221
2016-05-20,0.9411
2016-05-27,0.7318
2016-06-04,0.8262
2016-06-11,0.5732
2016-06-17,0.3675
2016-06-27,0.2634
2016-06-29,0.3896
2016-07-08,0.2014
2016-07-15,0.138
2016-07-22,0.2366
2016-08-05,0.7941
2016-08-12,0.4449
2016-08-19,0.3842
2016-08-26,0.482
2016-09-02,0.5253
2016-09-09,0.4255
2016-09-16,0.4202
2016-09-23,0.6443
2016-09-30,0.4819
2016-10-12,0.5345
2016-10-19,0.445
