date,dic
YYYY-MM-DD,mg.L-1
2019-04-27,143.7
2019-05-10,141.2
2019-05-19,139.8
2019-05-24,128.1
2019-06-03,137.2
2019-06-18,156.3
2019-07-01,169.6
2019-07-09,165.4
2019-07-16,151.5
2019-08-15,128.9
2019-09-05,132.3
2019-10-02,144.7
2020-04-21,151.1
2020-05-13,116.3
2020-05-28,123.7
2020-06-10,137.4
2020-06-24,150.5
2020-07-08,141.1
2020-08-04,138.3
2020-08-26,143.0
2020-09-29,131.9
2020-11-03,128.9
2021-05-10,120.6
2021-05-24,106.7
2021-06-17,111.5
2021-06-30,136.2
2021-07-22,137.5
2021-08-20,54.25
