date,dic
YYYY-MM-DD,mg.L-1
2020-05-22,46.13
2020-05-29,44.49
2020-06-05,45.03
2020-06-12,48.32
2020-06-19,49.41
2020-06-26,49.69
2020-07-02,49.11
2020-07-10,48.93
2020-07-17,49.95
2020-07-23,50.99
2020-07-30,50.45
2020-08-07,50.46
2020-08-14,51.04
2020-08-20,50.02
2020-08-27,49.21
2020-09-03,48.74
2020-09-11,50.1
2020-09-18,49.81
2020-10-01,49.86
2020-10-08,48.84
2020-10-16,48.44
2020-10-23,49.7
2020-10-27,48.23
2020-11-06,47.61
2020-11-20,45.07
2021-05-19,44.04
2021-05-28,52.18
2021-06-04,52.5
2021-07-23,56.2
2021-07-30,55.01
2021-08-06,57.05
2021-08-13,42.2
2021-08-27,43.56
2021-09-03,44.0
2021-10-01,43.69
2021-10-07,43.59
2021-10-22,45.22
2021-11-03,45.09
2021-11-11,47.83
