date,dic
2017-04-02,4.876
2017-04-03,4.687
2017-04-05,5.003
2017-04-06,4.986
2017-04-07,4.763
2017-04-08,4.54
2017-04-09,4.306
2017-04-10,4.289
2017-04-11,4.105
2017-04-12,4.129
2017-04-13,3.8
2017-04-14,3.612
2017-04-15,3.45
2017-04-16,3.176
2017-04-17,2.802
2017-04-18,2.58
2017-04-19,2.573
2017-04-20,2.988
2017-04-21,3.073
2017-04-22,2.906
2017-04-23,2.544
2017-04-24,2.784
2017-04-25,3.357
2017-04-26,3.43
2017-04-27,3.587
2017-04-29,3.516
2017-04-30,3.551
2017-05-01,3.423
2017-05-02,3.452
2017-05-03,3.136
2017-05-04,2.122
2017-05-05,1.775
2017-05-06,2.283
2017-05-07,2.947
2017-05-08,2.802
2017-05-09,2.789
2017-05-10,2.876
2017-05-11,2.711
2017-05-12,2.347
2017-05-13,2.409
2017-05-15,1.645
2017-05-16,2.841
2017-05-17,3.211
2017-05-18,3.518
2017-05-19,3.549
2017-05-20,3.441
2017-05-21,3.468
2017-05-22,3.401
2017-05-23,3.393
2017-05-24,2.704
2017-05-25,3.078
2017-05-26,4.054
2017-05-27,2.266
2017-05-28,2.865
2017-05-29,2.542
2017-05-30,2.428
2017-05-31,3.044
2017-06-01,2.642
2017-06-02,3.056
2017-06-03,2.751
2017-06-04,2.154
2017-06-05,2.843
2017-06-06,3.078
2017-06-07,2.964
2017-06-08,3.292
2017-06-09,2.919
2017-06-10,2.925
2017-06-11,3.102
2017-06-12,3.081
2017-06-13,2.948
2017-06-14,2.716
2017-06-15,2.694
2017-06-16,2.94
2017-06-17,2.889
2017-06-18,2.54
2017-06-19,2.917
2017-06-20,2.899
2017-06-21,3.72
2017-06-22,1.769
2017-06-23,2.51
2017-06-24,3.11
2017-06-25,3.259
2017-06-26,3.22
2017-06-27,3.484
2017-06-28,3.564
2017-06-29,3.818
2017-06-30,3.944
2017-07-01,4.116
2017-07-02,4.346
2017-07-03,5.234
2017-07-04,5.213
2017-07-05,4.852
2017-07-06,5.02
2017-07-07,5.178
2017-07-08,5.407
2017-07-09,5.253
2017-07-10,5.45
2017-07-11,5.688
2017-07-12,5.745
2017-07-13,5.66
2017-07-15,5.254
2017-07-18,6.6
2017-07-19,6.737
2017-07-20,6.85
2017-07-21,7.1
2017-07-22,7.178
2017-07-23,7.018
2017-07-24,6.87
2017-07-25,7.201
2017-07-26,6.896
2017-07-27,6.833
2017-07-28,7.108
2017-07-29,7.658
2017-07-30,6.504
2017-07-31,6.878
2017-08-01,7.133
2017-08-02,7.326
2017-08-03,7.22
2017-08-04,7.646
2017-08-05,7.807
2017-08-06,7.864
2017-08-07,7.807
2017-08-08,7.676
2017-08-09,7.188
2017-08-10,7.073
2017-08-11,7.461
2017-08-12,8.006
2017-08-13,8.054
2017-08-14,7.924
2017-08-15,8.253
2017-08-16,8.335
2017-08-17,8.292
2017-08-18,8.412
2017-08-19,8.451
2017-08-20,8.584
2017-08-21,8.836
2017-08-22,8.626
2017-08-23,8.523
2017-08-24,8.705
2017-08-25,8.828
2017-08-26,9.033
2017-08-27,8.263
2017-08-28,8.327
2017-08-29,8.209
2017-08-30,8.098
2017-08-31,7.789
2017-09-01,7.767
2017-09-02,7.862
2017-09-03,8.08
2017-09-04,7.995
2017-09-05,7.865
2017-09-17,1.189
2017-09-18,1.301
2017-09-19,2.718
2017-09-20,1.311
2017-09-21,1.31
2017-09-22,1.103
2017-09-23,1.063
2017-09-24,0.9698
2017-09-25,1.032
2017-09-26,0.8801
2017-09-27,0.9946
2017-09-28,3.325
2017-09-29,1.064
2017-09-30,1.06
2017-10-01,1.434
2017-10-02,1.433
2017-10-03,1.441
2017-10-04,1.344
2017-10-05,1.667
2017-10-06,1.419
2017-10-07,1.333
2017-10-08,1.144
2017-10-09,1.26
2017-10-10,1.193
2017-10-20,1.065
2017-11-07,1.036
2018-04-28,3.914
2018-04-29,3.707
2018-04-30,3.564
2018-05-01,3.194
2018-05-02,3.575
2018-05-03,3.803
2018-05-04,3.842
2018-05-05,3.843
2018-05-06,3.572
2018-05-07,3.541
2018-05-08,3.482
2018-05-09,2.703
2018-05-10,3.069
2018-05-11,3.251
2018-05-12,3.196
2018-05-13,3.23
2018-05-14,3.262
2018-05-15,3.2
2018-05-16,3.271
2018-05-17,3.268
2018-05-18,3.237
2018-05-19,3.411
2018-05-20,3.313
2018-05-21,3.626
2018-05-22,3.715
2018-05-23,3.694
2018-05-24,4.204
2018-05-25,3.316
2018-05-26,3.666
2018-05-27,3.41
2018-05-28,3.817
2018-05-29,3.797
2018-05-30,3.829
2018-05-31,4.07
2018-06-01,4.582
2018-06-02,4.33
2018-06-03,4.576
2018-06-04,4.664
2018-06-05,5.202
2018-06-06,4.974
2018-06-07,5.266
2018-06-08,5.431
2018-06-09,5.377
2018-06-10,5.277
2018-06-11,5.465
2018-06-12,5.691
2018-06-13,5.786
2018-06-14,5.891
2018-06-15,5.992
2018-06-23,6.429
2018-06-24,6.658
2018-06-25,7.073
2018-06-26,6.891
2018-06-27,6.999
2018-06-28,7.216
2018-06-29,7.153
2018-06-30,7.436
2018-07-01,7.656
2018-07-02,7.646
2018-07-03,7.715
2018-07-04,7.701
2018-07-05,8.06
2018-07-06,7.1129999999999995
2018-07-07,7.842
2018-07-08,7.829
2018-07-09,7.3469999999999995
2018-07-10,7.6339999999999995
2018-07-11,7.631
2018-07-12,7.728
2018-07-13,8.119000000000002
2018-07-14,8.218
2018-07-15,8.443000000000001
2018-07-16,8.441
2018-07-17,8.557
2018-07-18,8.641
2018-07-19,8.681000000000001
2018-08-08,8.946
2018-08-09,8.324
2018-08-10,8.694
2018-08-11,8.389
2018-08-12,8.747
2018-08-13,8.56
2018-08-14,8.952
2018-08-14,9.06
2018-08-15,8.652
2018-08-16,9.38
2018-08-17,8.515
2018-08-18,8.419
2018-08-19,8.759
2018-08-20,9.19
2018-08-21,8.702
2018-08-22,8.574
2018-08-23,8.551
2018-08-24,8.588
2018-08-25,8.632
2018-08-26,8.627
2018-08-27,8.618
2018-08-28,8.515
2018-08-29,8.663
2018-08-30,8.792
2018-09-01,8.753
2018-09-02,8.826
2018-09-03,9.0
2018-09-04,8.957
2018-09-05,8.585
2018-09-06,8.391
2018-09-07,8.319
2018-09-08,8.588
2018-09-09,8.548
2018-09-10,8.831
2018-09-11,8.674
2018-09-12,9.06
2018-09-13,8.731
2018-09-14,8.805
2018-09-15,8.401
2018-09-16,8.461
2018-09-17,8.312
2018-09-18,8.472
2018-09-19,8.43
2018-09-20,8.357
2018-09-21,7.743
2018-09-22,7.914
2018-09-23,8.19
2018-09-24,8.058
2018-09-25,7.847
2018-09-26,7.969
2018-09-28,7.959
2018-09-30,7.905
2018-10-01,7.814
2018-10-02,7.685
2018-10-03,7.304
2018-10-04,7.068
2018-10-05,7.346
2018-10-06,7.464
2018-10-07,7.209
2018-10-08,7.312
2018-10-09,7.059
2018-10-10,6.828
2018-10-11,6.634
2018-10-12,6.579
2018-10-13,6.819
2018-10-14,6.496
2018-10-15,6.98
2018-10-17,6.685
2018-10-18,6.561
2018-10-19,6.549
2018-10-20,6.512
2018-11-12,6.76
2018-11-27,7.196
2018-12-08,8.244
2018-12-28,7.355
2019-01-04,7.391
2019-01-11,7.227
2019-01-20,7.414
2019-01-27,7.303
2019-02-04,7.394
2019-02-11,7.339
2019-02-21,6.967
2019-03-05,7.547
2019-03-15,7.397
2019-03-23,4.257
2019-03-26,4.496
2019-03-27,5.444
2019-03-28,5.309
2019-04-04,7.259
2019-04-10,4.994
2019-04-11,5.505
2019-04-16,5.451
2019-04-17,5.368
2019-04-18,4.885
2019-04-19,4.681
2019-04-20,4.151
2019-04-21,4.24
2019-04-22,4.385
2019-04-23,4.402
2019-04-24,3.77
2019-04-25,3.754
2019-04-26,3.567
2019-04-27,3.299
2019-04-28,3.099
2019-04-29,2.979
2019-04-30,3.081
2019-05-01,3.308
2019-05-02,3.627
2019-05-03,3.8
2019-05-04,3.974
2019-05-05,3.791
2019-05-06,3.414
2019-05-07,3.705
2019-05-08,3.262
2019-05-09,3.613
2019-05-10,3.481
2019-05-11,3.398
2019-05-12,3.216
2019-05-13,3.1
2019-05-14,3.111
2019-05-15,2.996
2019-05-16,2.896
2019-05-17,2.897
2019-05-18,3.029
2019-05-19,3.16
2019-05-20,3.309
2019-05-21,3.41
2019-05-22,3.589
2019-05-23,3.699
2019-05-24,3.73
2019-05-25,3.577
2019-05-26,3.586
2019-05-27,3.643
2019-05-28,3.647
2019-05-29,3.913
2019-05-30,3.895
2019-05-31,3.409
2019-06-01,3.384
2019-06-02,3.203
2019-06-03,3.096
2019-06-04,3.0
2019-06-05,3.041
2019-06-06,2.97
2019-06-07,2.865
2019-06-08,2.91
2019-06-09,2.926
2019-06-10,3.035
2019-06-10,3.137
2019-06-10,3.096
2019-06-10,2.989
2019-06-11,3.177
2019-06-11,2.935
2019-06-11,3.04
2019-06-11,2.877
2019-06-11,2.857
2019-06-11,2.965
2019-06-11,2.97
2019-06-11,3.031
2019-06-11,3.027
2019-06-11,3.05
2019-06-11,3.073
2019-06-11,3.044
2019-06-11,3.059
2019-06-11,3.028
2019-06-11,3.09
2019-06-11,3.019
2019-06-11,3.066
2019-06-11,3.059
2019-06-11,2.993
2019-06-11,3.015
2019-06-11,3.043
2019-06-12,3.36
2019-06-13,3.121
2019-06-14,2.694
2019-06-15,2.706
2019-06-16,2.747
2019-06-24,3.432
2019-06-25,3.332
2019-06-26,3.959
2019-06-27,3.907
2019-06-28,3.817
2019-06-29,3.762
2019-06-30,3.661
2019-07-01,5.972
2019-07-02,3.954
2019-07-03,4.037
2019-07-04,4.139
2019-07-05,4.403
2019-07-06,4.81
2019-07-07,4.485
2019-07-08,4.702
2019-07-09,4.589
2019-07-10,4.855
2019-07-11,4.724
2019-07-12,5.215
2019-07-13,5.025
2019-07-14,5.304
2019-07-15,5.256
2019-07-16,5.504
2019-07-17,5.732
2019-07-18,5.701
2019-07-19,5.993
2019-07-20,6.303
2019-07-21,6.19
2019-07-22,6.377
2019-07-23,6.574
2019-07-24,6.733
2019-07-25,6.468
2019-07-26,6.895
2019-07-26,7.315
2019-07-26,6.967
2019-07-26,6.953
2019-07-26,6.814
2019-07-26,6.929
2019-07-27,7.044
2019-07-27,7.127
2019-07-27,7.031
2019-07-27,7.164
2019-07-27,7.445
2019-07-27,7.365
2019-07-27,7.397
2019-07-27,7.395
2019-07-27,7.443
2019-07-27,7.675
2019-07-27,7.358
2019-07-27,7.468
2019-07-27,7.467
2019-07-27,7.606
2019-07-27,7.218
2019-07-27,7.325
2019-07-27,7.383
2019-07-27,7.189
2019-07-27,7.403
2019-07-28,6.664
2019-07-29,10.48
2019-07-30,7.51
2019-07-31,6.991
2019-08-01,7.305
2019-08-02,7.362
2019-08-03,7.615
2019-08-04,7.823
2019-08-05,7.701
2019-08-06,7.811
2019-08-07,8.031
2019-08-08,8.119
2019-08-09,8.234
2019-08-10,8.476
2019-08-11,8.094
2019-08-12,8.071
2019-08-13,8.068
2019-08-17,7.056
2019-08-18,8.001
2019-08-19,8.023
2019-08-20,8.05
2019-08-21,8.199
2019-08-22,8.296
2019-08-23,8.235
2019-08-24,8.216
2019-08-25,9.145
2019-08-26,8.173
2019-08-27,8.308
2019-08-28,8.252
2019-08-29,8.281
2019-08-30,8.315
2019-08-31,8.221
2019-09-01,8.337
2019-09-02,8.25
2019-09-03,8.293
2019-09-04,8.361
2019-09-05,8.438
2019-09-06,8.472
2019-09-07,8.527
2019-09-08,8.436
2019-09-09,8.821
2019-09-10,8.518
2019-09-12,8.51
2019-09-13,8.353
2019-09-14,8.496
2019-09-15,8.607
2019-09-16,9.034
2019-09-17,8.53
2019-09-18,8.452
2019-09-19,8.689
2019-09-20,8.426
2019-09-21,8.493
2019-09-22,8.544
2019-09-23,8.257
2019-09-24,8.481
2019-09-25,8.505
2019-09-26,8.474
2019-09-27,8.672
2019-09-28,8.597
2019-09-29,8.568
2019-09-30,8.749
2019-10-01,8.629
2019-10-02,8.638
2019-10-03,8.682
2019-10-04,8.534
2019-10-05,8.597
2019-10-06,8.349
2019-10-07,8.563
2019-10-08,8.448
2019-10-09,8.491
2019-10-10,8.296
2019-10-11,8.575
2019-10-12,8.626
2019-10-13,8.952
2019-10-18,7.725
2019-10-25,8.198
2019-10-29,7.844
2019-11-01,8.147
2019-11-05,7.977
2019-11-08,8.032
2019-11-22,7.645
2019-11-25,7.848
2019-11-29,7.751
2019-12-06,7.744
2019-12-09,7.669
2019-12-13,7.572
2019-12-16,7.777
2019-12-20,7.733
2019-12-24,7.751
2019-12-27,7.682
2019-12-31,7.775
2020-01-03,7.651
2020-01-07,7.691
2020-01-10,7.647
2020-01-18,7.833
2020-01-21,7.694
2020-01-24,7.089
2020-01-27,7.66
2020-01-31,7.609
2020-02-03,7.486
2020-02-08,7.948
2020-02-11,7.819
2020-02-14,7.694
2020-02-19,7.658
2020-02-22,7.669
2020-02-26,7.698
2020-02-29,7.678
2020-03-04,7.836
2020-03-06,7.68
2020-03-10,7.798
2020-03-13,7.72
2020-03-17,7.685
2020-03-26,7.647
2020-04-01,7.606
2020-04-08,6.724
2020-04-22,5.546
2020-04-23,5.212
2020-04-26,5.093
2020-04-27,4.056
2020-05-06,3.0
2020-05-07,3.099
2020-05-08,3.032
2020-05-09,3.142
2020-05-10,3.187
2020-05-11,2.953
2020-05-12,3.229
2020-05-13,3.249
2020-05-14,3.28
2020-05-15,3.295
2020-05-16,3.367
2020-05-17,3.309
2020-05-20,3.315
2020-05-21,3.377
2020-05-22,3.329
2020-05-23,3.126
2020-05-24,3.265
2020-05-25,3.502
2020-05-26,3.8
2020-05-27,3.522
2020-05-28,3.495
2020-05-29,3.303
2020-05-30,3.059
2020-05-31,2.996
2020-06-01,3.069
2020-06-02,3.215
2020-06-03,3.221
2020-06-04,3.345
2020-06-05,3.417
2020-06-06,3.017
2020-06-07,3.218
2020-06-08,3.607
2020-06-09,3.741
2020-06-10,3.8
2020-06-11,3.931
2020-06-12,4.042
2020-06-13,4.15
2020-06-14,4.361
2020-06-16,4.884
2020-06-18,4.988
2020-06-20,5.233
2020-06-22,5.717
2020-06-24,5.979
2020-06-26,6.179
2020-06-28,6.339
2020-06-30,6.532
2020-07-02,6.891
2020-07-04,7.109
2020-07-06,7.206
2020-07-08,7.558
2020-07-10,7.788
2020-07-12,7.848
2020-07-13,7.864
2020-07-14,7.764
2020-07-16,7.843
2020-07-18,8.085
2020-07-20,8.002
2020-07-22,8.192
2020-07-24,8.055
2020-07-26,7.86
2020-07-28,7.974
2020-07-30,8.19
2020-08-11,9.15
2020-08-13,8.912
2020-08-15,8.979
2020-08-17,8.958
2020-08-19,9.129
2020-08-21,9.06
2020-08-23,9.018
2020-08-25,8.984
2020-08-27,9.358
2020-08-29,9.333
2020-08-31,8.868
2020-09-02,9.03
2020-09-04,8.891
2020-09-06,9.0
2020-09-08,8.933
2020-09-10,8.058
2020-09-12,7.882
2020-09-14,8.051
2020-09-16,8.132
2020-09-18,8.312
2020-09-20,8.386
2020-09-22,8.607
2020-09-24,8.695
2020-09-26,8.681
2020-09-28,8.663
2020-09-30,8.656
2020-10-01,8.508
2020-10-03,8.443
2020-10-05,8.395
2020-10-07,8.349
2020-10-09,8.528
2020-10-16,8.296
2020-10-17,7.88
2020-10-19,7.993
2020-10-21,7.88
2020-11-02,7.698
2020-11-04,7.797
2020-11-07,8.494
2020-11-11,7.915
2020-11-17,7.928
2020-11-25,7.839
2020-12-03,8.008
2020-12-09,7.96
2020-12-16,7.588
2020-12-26,7.688
2020-12-31,7.526
2021-01-07,7.481
2021-01-14,7.549
2021-01-21,7.453
2021-01-28,7.638
2021-02-07,7.494
2021-02-11,7.123
2021-02-19,7.291
2021-02-27,7.433
2021-03-05,7.542
2021-03-12,7.579
2021-03-19,7.503
2021-03-22,7.453
2021-03-26,7.484
2021-03-29,7.411
2021-03-31,7.456
2021-04-03,6.7
2021-04-05,6.038
2021-04-07,4.751
2021-04-09,4.108
2021-04-12,3.478
2021-04-14,3.804
2021-04-16,3.586
2021-04-19,3.91
2021-04-21,3.766
2021-04-23,4.173
2021-04-26,3.679
2021-04-28,3.681
2021-04-30,3.016
2021-05-02,2.577
2021-05-04,2.722
2021-05-06,2.705
2021-05-08,2.444
2021-05-10,2.645
2021-05-12,2.766
2021-05-14,2.643
2021-05-16,2.722
2021-05-18,2.896
2021-05-22,2.967
2021-05-24,2.857
2021-05-25,3.318
2021-05-26,3.615
2021-05-28,3.702
2021-05-30,3.737
2021-06-01,3.868
2021-06-03,3.949
2021-06-05,3.886
2021-06-07,4.05
2021-06-09,4.393
2021-06-11,4.797
2021-06-13,5.141
2021-06-15,5.243
2021-06-17,5.932
2021-06-19,6.098
2021-06-21,6.384
2021-06-23,6.626
2021-06-25,5.83
2021-06-27,5.955
2021-06-29,5.759
2021-07-01,6.1
2021-07-03,6.731
2021-07-05,7.066
2021-07-07,7.078
2021-07-09,7.49
2021-07-11,7.702
2021-07-13,7.908
2021-07-15,7.151
2021-07-17,7.776
2021-07-19,8.038
2021-07-21,7.916
2021-07-23,8.221
2021-07-25,8.302
2021-07-27,8.207
2021-07-28,8.9
2021-07-29,8.49
2021-07-31,7.326
2021-08-02,6.772
2021-08-04,7.229
2021-08-06,7.773
2021-08-08,7.842999999999999
2021-08-10,7.606999999999999
2021-08-12,8.224
2021-08-13,8.3
2021-08-14,7.153999999999999
2021-08-16,8.328
2021-08-18,8.456
2021-08-20,7.829000000000001
2021-08-22,8.229
2021-08-24,8.282
2021-08-26,8.5
2021-08-28,8.418
2021-08-30,8.679
2021-09-01,8.665999999999999
2021-09-03,8.218
2021-09-05,8.695
2021-09-07,8.596
2021-09-09,8.737
2021-09-11,8.783999999999999
2021-09-13,8.638
2021-09-15,8.751000000000001
2021-09-17,8.695
2021-09-19,8.584999999999999
2021-09-21,8.607
2021-09-23,8.539
2021-09-25,8.595
2021-09-27,8.739
2021-09-29,7.232000000000001
2021-10-01,7.765
2021-10-03,7.912999999999999
2021-10-05,8.712
2021-10-07,8.113
2021-10-09,7.040000000000001
2021-10-11,7.459999999999999
2021-10-13,7.265000000000001
2021-10-20,6.970000000000001
2021-10-22,7.148999999999999
2021-10-27,6.683999999999999
2021-11-03,6.3260000000000005
2021-11-10,6.114
2021-11-17,6.3549999999999995
2021-11-24,6.703000000000001
2021-12-01,6.8167
2021-12-08,7.0858
2021-12-16,6.795
2021-12-23,6.890499999999999
