date,dic
YYYY-MM-DD,mg.L-1
2015-11-02,19.1664
2015-11-09,18.6461
2015-11-15,19.2269
2015-11-23,18.5856
2015-12-01,19.72
2015-12-09,19.37
2015-12-30,19.32
2016-01-08,19.6
2016-01-18,19.31
2016-01-28,19.58
2016-02-12,19.79
2016-02-21,20.33
2016-03-09,20.96
2016-03-17,20.3
2016-03-24,20.2
2016-03-31,20.12
2016-04-08,20.16
2016-04-21,20.2
2016-05-02,21.09
2016-05-12,19.48
2016-05-20,17.13
2016-05-27,16.92
2016-06-04,11.06
2016-06-11,11.14
2016-06-17,11.21
2016-06-23,13.16
2016-06-27,11.84
2016-06-29,15.92
2016-07-08,14.46
2016-07-15,14.97
2016-07-16,14.26
2016-07-22,15.39
2016-08-05,13.31
2016-08-12,16.36
2016-08-19,17.35
2016-08-24,17.69
2016-08-26,16.66
2016-08-27,17.86
2016-09-02,14.47
2016-09-06,15.78
2016-09-09,17.49
2016-09-16,17.64
2016-09-22,17.56
2016-09-23,19.0
2016-09-23,18.96
2016-09-30,16.91
2016-10-05,17.41
2016-10-12,16.81
2016-10-19,18.27
2016-10-27,18.56
2016-11-03,18.25
2016-11-12,18.35
2016-11-16,18.24
2017-03-19,20.72
2017-04-12,21.56
2017-04-30,20.99
2017-05-11,18.54
2017-05-30,14.6
2017-06-06,13.12
2017-06-15,14.32
2017-06-30,13.45
2017-07-13,12.32
2017-07-30,14.58
2017-08-03,17.02
2017-08-25,18.59
2017-09-14,19.97
2017-09-27,20.59
2017-10-14,18.34
2017-10-23,17.5
2017-11-03,18.22
2017-11-16,18.66
2018-01-06,19.29
2018-01-26,19.16
2018-03-04,19.61
2018-03-17,19.98
2018-05-07,14.497
2018-05-25,11.41
2018-06-08,11.78
2018-06-15,11.15
2018-06-25,13.91
2018-07-11,13.93
2018-07-15,15.38
2018-08-10,18.45
2018-08-17,18.27
2018-08-24,17.49
2018-08-31,19.14
2018-09-07,18.0
2018-09-14,19.27
2018-09-21,18.58
2018-09-28,19.34
2018-10-05,15.27
2018-10-12,16.89
2018-10-18,17.61
2018-10-25,17.33
2018-11-02,17.59
2018-11-10,19.1
2018-11-17,18.26
2018-12-03,19.14
2018-12-21,19.57
2019-01-03,19.54
2019-01-11,19.28
2019-01-29,20.21
2019-02-10,19.73
2019-02-21,19.41
2019-05-31,18.58
2019-06-05,14.22
2019-06-11,13.21
2019-06-21,11.870000000000001
2019-06-27,12.78
2019-07-05,13.16
2019-07-14,12.68
2019-07-19,13.04
2019-07-26,12.74
2019-08-02,13.38
2019-08-09,12.93
2019-08-16,14.49
2019-08-23,15.4
2019-08-30,16.49
2019-09-06,16.8
2019-09-13,17.74
2019-09-20,18.07
2019-09-27,19.0
2019-10-04,19.08
2019-10-11,19.63
2019-10-19,19.38
2019-10-25,20.04
2019-11-03,20.16
2019-11-08,20.06
2019-11-15,20.16
2019-11-22,19.76
2019-12-04,19.98
2019-12-12,19.96
2019-12-20,20.1
2020-01-08,20.16
2020-01-21,19.89
2020-01-28,20.22
2020-02-11,20.17
2020-02-20,20.47
2020-03-01,19.85
2020-03-11,20.23
2020-03-17,20.21
2020-04-01,24.98
2020-04-09,20.17
2020-04-14,20.95
2020-04-24,20.17
2020-04-28,18.49
2020-05-14,14.76
2020-05-22,13.55
2020-05-29,11.34
2020-06-05,11.87
2020-06-26,13.11
2020-07-02,13.7
2020-07-10,14.02
2020-07-17,14.46
2020-07-23,15.22
2020-07-30,15.58
2020-08-07,16.85
2020-08-14,17.59
2020-08-20,17.99
2020-08-27,18.14
2020-09-03,17.72
2020-09-11,17.8
2020-09-18,17.52
2020-09-24,17.94
2020-10-01,18.89
2020-10-08,18.67
2020-10-16,19.29
2020-10-23,19.07
2020-10-27,19.78
2020-11-06,19.19
2020-11-13,19.06
2020-11-20,18.57
2020-12-04,19.19
2020-12-31,18.81
2021-01-08,19.05
2021-01-15,18.91
2021-01-21,19.07
2021-01-28,19.67
2021-02-05,19.32
2021-02-11,19.35
2021-02-17,19.62
2021-02-25,19.7
2021-03-03,19.9
2021-03-10,19.69
2021-03-19,19.55
2021-07-23,11.42
2021-07-30,15.02
2021-08-06,15.18
2021-08-13,16.51
2021-08-19,16.08
2021-08-27,16.79
2021-09-03,16.03
2021-10-01,16.8
2021-10-07,17.17
2021-10-22,18.17
2021-10-27,17.87
2021-11-03,17.84
2021-11-11,17.81
2021-12-20,18.43
2022-10-15,18.01
