date,dic
YYYY-MM-DD,mg.L-1
2015-11-02,30.2621
2015-11-09,31.4963
2015-11-15,30.9155
2015-11-23,29.8507
2015-12-01,31.56
2015-12-09,31.34
2016-01-28,31.32
2016-02-12,31.75
2016-02-21,31.7
2016-03-09,31.020000000000003
2016-03-24,30.89
2016-03-31,31.460000000000004
2016-04-08,30.93
2016-04-21,31.32
2016-05-02,32.79
2016-05-27,27.32
2016-06-04,22.73
2016-06-17,20.58
2016-06-27,20.73
2016-06-29,23.88
2016-07-08,21.13
2016-07-15,22.55
2016-07-22,23.67
2016-08-05,21.0
2016-08-12,25.13
2016-08-19,26.74
2016-08-26,26.18
2016-09-02,23.07
2016-09-09,25.08
2016-09-16,26.31
2016-09-23,26.61
2016-09-30,25.85
2016-10-12,26.44
2016-10-19,13.4
2016-10-27,13.67
2016-11-03,13.69
2016-11-12,14.76
2017-03-19,31.9
2017-04-12,33.22
2017-04-30,32.27
2017-06-30,21.46
2017-07-30,20.93
2017-08-25,28.3
2017-09-14,29.43
2017-09-27,31.08
2017-10-14,26.83
2017-10-23,27.1
2017-11-03,28.86
2017-11-16,29.4
2018-03-03,30.0
2018-05-25,21.5
2018-06-08,20.61
2018-06-15,20.491
2018-06-25,9.956
2018-07-09,23.41
2018-07-15,24.48
2018-08-10,27.89
2018-08-17,28.16
2018-08-24,27.76
2018-08-31,28.81
2018-09-07,27.56
2018-09-14,29.31
2018-09-21,28.52
2018-09-28,29.55
2018-10-05,25.04
2018-10-12,27.4
2018-10-18,27.78
2018-10-25,28.17
2018-11-02,28.35
2018-11-10,31.04
2018-11-17,29.64
2018-12-14,31.08
2018-12-20,31.09
2019-01-29,32.15
2019-06-05,24.83
2019-06-11,22.65
2019-06-21,21.15
2019-06-27,19.39
2019-07-05,20.16
2019-07-14,19.33
2019-07-19,19.85
2019-07-26,19.29
2019-08-02,20.01
2019-08-09,19.12
2019-08-16,21.13
2019-08-23,22.75
2019-08-30,23.8
2019-09-06,24.15
2019-09-13,25.41
2019-09-20,26.53
2019-09-27,27.25
2019-10-04,27.8
2019-10-11,28.8
2019-10-19,29.36
2019-10-25,30.55
2019-11-03,29.9
2019-11-08,30.13
2019-11-15,29.68
2019-11-22,29.75
2019-12-04,30.15
2019-12-12,30.37
2019-12-20,30.56
2020-01-08,30.59
2020-01-21,30.32
2020-01-28,30.7
2020-02-11,30.55
2020-02-20,30.7
2020-03-11,30.68
2020-03-17,30.76
2020-04-03,30.67
2020-04-09,29.88
2020-04-14,30.65
2020-04-24,30.33
2020-05-22,22.95
2020-05-29,20.04
2020-06-05,19.74
2020-06-12,20.34
2020-06-19,19.23
2020-06-26,19.49
2020-07-02,20.68
2020-07-10,20.78
2020-07-17,21.88
2020-07-23,23.02
2020-07-30,22.94
2020-08-07,24.75
2020-08-14,25.52
2020-08-20,25.82
2020-08-27,26.72
2020-09-03,26.03
2020-09-11,26.43
2020-09-18,26.13
2020-09-24,26.58
2020-10-01,27.34
2020-10-08,28.11
2020-10-16,27.77
2020-10-23,27.82
2020-10-27,30.23
2020-11-06,27.81
2020-11-13,29.29
2020-12-04,28.56
2021-01-08,28.58
2021-01-15,28.7
2021-01-28,28.78
2021-02-11,29.14
2021-03-03,29.27
2021-03-19,28.82
2021-03-25,28.6
2021-04-07,27.96
2021-05-17,23.97
2021-05-28,20.69
2021-06-04,18.76
2021-07-23,18.05
2021-07-30,24.15
2021-07-31,24.54
2021-08-06,23.77
2021-08-13,23.48
2021-08-19,22.88
2021-08-27,25.42
2021-10-01,25.83
2021-10-07,26.35
2021-10-22,28.44
2021-10-27,28.2
2021-11-03,28.59
2021-11-11,28.94
2022-10-15,29.22
