TIME_UNITS h
DATA_UNITS m
!h	x	y	z
2.40000E+01	0.00000E+00	0.00000E+00	1.86566E+00
4.80000E+01	0.00000E+00	0.00000E+00	1.88099E+00
7.20000E+01	0.00000E+00	0.00000E+00	1.88638E+00
9.60000E+01	0.00000E+00	0.00000E+00	1.87190E+00
1.20000E+02	0.00000E+00	0.00000E+00	1.87639E+00
1.44000E+02	0.00000E+00	0.00000E+00	1.88370E+00
1.68000E+02	0.00000E+00	0.00000E+00	1.89511E+00
1.92000E+02	0.00000E+00	0.00000E+00	1.98586E+00
2.16000E+02	0.00000E+00	0.00000E+00	1.94929E+00
2.17000E+02	0.00000E+00	0.00000E+00	1.88306E+00
2.18000E+02	0.00000E+00	0.00000E+00	1.87750E+00
2.19000E+02	0.00000E+00	0.00000E+00	1.87281E+00
2.20000E+02	0.00000E+00	0.00000E+00	1.87165E+00
2.21000E+02	0.00000E+00	0.00000E+00	1.87878E+00
2.22000E+02	0.00000E+00	0.00000E+00	1.88037E+00
2.23000E+02	0.00000E+00	0.00000E+00	1.87290E+00
2.24000E+02	0.00000E+00	0.00000E+00	1.86471E+00
2.25000E+02	0.00000E+00	0.00000E+00	1.87668E+00
2.26000E+02	0.00000E+00	0.00000E+00	1.93382E+00
2.27000E+02	0.00000E+00	0.00000E+00	1.94103E+00
2.28000E+02	0.00000E+00	0.00000E+00	1.89798E+00
2.29000E+02	0.00000E+00	0.00000E+00	1.87716E+00
2.30000E+02	0.00000E+00	0.00000E+00	1.88076E+00
2.31000E+02	0.00000E+00	0.00000E+00	1.89463E+00
2.32000E+02	0.00000E+00	0.00000E+00	1.90680E+00
2.33000E+02	0.00000E+00	0.00000E+00	1.91530E+00
2.34000E+02	0.00000E+00	0.00000E+00	1.91852E+00
2.35000E+02	0.00000E+00	0.00000E+00	1.91935E+00
2.36000E+02	0.00000E+00	0.00000E+00	1.91954E+00
2.37000E+02	0.00000E+00	0.00000E+00	1.90900E+00
2.38000E+02	0.00000E+00	0.00000E+00	1.90203E+00
2.39000E+02	0.00000E+00	0.00000E+00	1.89732E+00
2.40000E+02	0.00000E+00	0.00000E+00	1.88863E+00
2.41000E+02	0.00000E+00	0.00000E+00	1.88017E+00
