date,dic
YYYY-MM-DD,mg.L-1
2015-09-18,21.87
2015-09-19,23.11
2015-09-20,23.5
2015-09-21,23.49
2015-09-22,23.44
2015-09-23,23.91
2015-09-24,24.48
2015-09-25,24.01
2015-09-26,24.1
2015-09-27,24.14
2015-09-28,23.92
2015-09-29,24.26
2015-09-30,24.61
2015-10-01,24.48
2015-10-02,24.2
2015-10-03,24.52
2015-10-04,24.8
2015-10-05,24.47
2015-10-06,24.02
2015-10-07,24.05
2015-10-08,24.0
2015-10-09,24.22
2015-10-10,24.14
2015-10-11,24.14
2015-10-12,23.86
2015-10-13,24.19
2015-10-14,24.39
2015-10-15,23.99
2015-10-16,23.98
2015-10-17,24.25
2015-10-18,24.15
2015-10-19,23.93
2015-10-20,24.03
2015-10-21,24.15
2015-10-22,23.51
2015-10-23,24.17
2015-10-24,24.34
2015-10-25,24.71
2015-10-26,24.31
2015-10-27,23.33
2015-10-28,24.73
2015-10-29,0.0
2015-10-30,24.48
2015-10-31,24.36
2015-11-01,24.25
2015-11-02,24.79
2015-11-03,24.63
2015-11-04,24.35
2015-11-05,24.17
2015-11-06,23.96
2015-11-07,26.84
2015-11-08,26.24
2015-11-09,25.06
2015-11-10,25.35
2015-11-11,24.26
2015-11-12,24.72
2015-11-13,25.91
2015-11-14,25.16
2015-11-15,25.39
2015-11-16,25.05
2015-11-17,24.18
2015-11-18,22.97
2015-11-19,22.67
2015-11-20,22.48
2015-11-21,24.02
2015-11-22,24.67
2015-11-23,23.66
2015-11-24,24.64
2015-11-25,25.14
2015-11-26,24.41
2015-11-27,24.66
2015-11-28,24.15
2015-11-29,24.89
2015-11-30,24.57
2015-12-01,24.89
2015-12-02,25.92
2015-12-03,24.55
2015-12-04,25.51
2015-12-05,25.06
2015-12-06,24.7
2015-12-07,24.54
2015-12-08,24.41
2015-12-09,24.01
2015-12-10,24.06
2015-12-11,23.03
2015-12-12,24.13
2015-12-13,24.36
2015-12-14,24.94
2015-12-15,24.53
2015-12-16,25.05
2015-12-17,23.49
2015-12-18,24.41
2015-12-19,25.46
2015-12-20,24.66
2015-12-21,24.07
2015-12-22,26.91
2015-12-23,25.21
2015-12-24,25.64
2015-12-25,25.59
2015-12-26,25.61
2015-12-27,25.64
2015-12-28,25.51
2015-12-29,25.73
2015-12-30,25.06
2015-12-31,25.04
2016-01-01,25.04
2016-01-02,25.31
2016-01-03,25.21
2016-01-04,25.73
2016-01-05,25.21
2016-01-06,25.59
2016-01-07,25.38
2016-01-08,25.32
2016-01-09,25.36
2016-01-10,25.62
2016-01-11,25.91
2016-01-12,25.76
2016-01-13,25.62
2016-01-14,25.76
2016-01-15,25.54
2016-01-16,25.48
2016-01-17,25.4
2016-01-18,25.36
2016-01-19,25.27
2016-01-20,25.64
2016-01-21,25.68
2016-01-22,25.43
2016-01-23,25.5
2016-01-24,25.23
2016-01-25,25.0
2016-01-26,25.79
2016-01-27,25.6
2016-01-28,25.2
2016-01-29,25.21
2016-01-30,25.59
2016-01-31,25.38
2016-02-01,25.42
2016-02-02,24.96
2016-02-03,25.21
2016-02-04,25.76
2016-02-05,25.76
2016-02-06,25.69
2016-02-07,25.68
2016-02-11,25.57
2016-02-12,25.91
2016-02-13,25.68
2016-02-14,25.54
2016-02-15,25.58
2016-02-16,25.62
2016-02-17,25.39
2016-02-18,25.81
2016-02-19,25.63
2016-02-20,25.22
2016-02-21,25.71
2016-02-22,26.03
2016-02-23,25.93
2016-02-24,26.8
2016-02-25,26.36
2016-02-26,26.37
2016-02-27,26.28
2016-02-28,26.1
2016-02-29,26.22
2016-03-01,25.94
2016-03-02,26.03
2016-03-03,26.18
2016-03-04,26.69
2016-03-05,26.48
2016-03-06,25.98
2016-03-07,25.96
2016-03-08,27.32
2016-03-09,26.87
2016-03-10,27.4
2016-03-11,26.83
2016-03-12,25.65
2016-03-13,25.88
2016-03-14,26.01
2016-03-15,26.75
2016-03-16,26.62
2016-03-17,26.38
2016-03-18,26.18
2016-03-19,28.05
2016-03-20,28.51
2016-03-21,26.85
2016-03-22,25.95
2016-03-23,26.58
2016-03-24,27.3
2016-03-25,26.5
2016-03-26,26.75
2016-03-27,28.42
2016-03-28,26.59
2016-03-29,25.86
2016-03-30,26.69
2016-03-31,28.2
2016-04-01,27.99
2016-04-02,29.1
2016-04-03,27.6
2016-04-04,26.57
2016-04-05,25.8
2016-04-06,26.91
2016-04-07,25.73
2016-04-08,26.19
2016-04-09,24.87
2016-04-10,26.04
2016-04-11,26.96
2016-04-12,26.46
2016-04-13,25.41
2016-04-14,24.92
2016-04-15,24.86
2016-04-16,25.2
2016-04-17,25.71
2016-04-18,26.1
2016-04-19,26.79
2016-04-20,26.58
2016-04-21,26.56
2016-04-22,26.91
2016-04-23,26.43
2016-04-24,26.2
2016-04-25,27.04
2016-04-26,26.61
2016-04-27,27.24
2016-04-28,26.8
2016-04-29,26.66
