=== Sun Jul 27 11:23:20 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:23:20 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
=== Sun Jul 27 11:24:26 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:24:26 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:24:27 PM  all   50.55    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00   48.85
11:24:27 PM    0   19.39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   80.61
11:24:27 PM    1   81.82    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   18.18
11:24:27 PM    2   87.13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   12.87
11:24:27 PM    3   12.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   87.88
11:24:27 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:24:27 PM    5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:27 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:24:27 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:27 PM    8   93.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    7.00
11:24:27 PM    9    6.93    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   93.07
11:24:27 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:24:27 PM   11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:27 PM   12    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
11:24:27 PM   13    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:24:27 PM   14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:27 PM   15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:27 PM   16   34.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
11:24:27 PM   17    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
11:24:27 PM   18   68.32    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   30.69
11:24:27 PM   19  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   50.55    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00   48.85
Average:       0   19.39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   80.61
Average:       1   81.82    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   18.18
Average:       2   87.13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   12.87
Average:       3   12.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   87.88
Average:       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       8   93.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    7.00
Average:       9    6.93    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   93.07
Average:      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:      11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      12    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
Average:      13    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
Average:      14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      16   34.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
Average:      17    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
Average:      18   68.32    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   30.69
Average:      19  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
=== Sun Jul 27 11:24:37 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:24:37 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:24:38 PM  all   50.68    0.00    0.90    0.10    0.00    0.05    0.00    0.00    0.00   48.27
11:24:38 PM    0   31.63    0.00    0.00    0.00    0.00    1.02    0.00    0.00    0.00   67.35
11:24:38 PM    1   69.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   31.00
11:24:38 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:24:38 PM    3  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:38 PM    4    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
11:24:38 PM    5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:38 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:24:38 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:38 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:24:38 PM    9   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:38 PM   10    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
11:24:38 PM   11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:38 PM   12   29.70    0.00    2.97    0.99    0.00    0.00    0.00    0.00    0.00   66.34
11:24:38 PM   13    2.02    0.00    3.03    1.01    0.00    0.00    0.00    0.00    0.00   93.94
11:24:38 PM   14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:38 PM   15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:38 PM   16   73.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   26.00
11:24:38 PM   17    3.03    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   91.92
11:24:38 PM   18    3.03    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:24:38 PM   19   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   50.68    0.00    0.90    0.10    0.00    0.05    0.00    0.00    0.00   48.27
Average:       0   31.63    0.00    0.00    0.00    0.00    1.02    0.00    0.00    0.00   67.35
Average:       1   69.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   31.00
Average:       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       3  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       4    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
Average:       5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       9   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      10    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
Average:      11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      12   29.70    0.00    2.97    0.99    0.00    0.00    0.00    0.00    0.00   66.34
Average:      13    2.02    0.00    3.03    1.01    0.00    0.00    0.00    0.00    0.00   93.94
Average:      14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      16   73.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   26.00
Average:      17    3.03    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   91.92
Average:      18    3.03    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   93.94
Average:      19   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
=== Sun Jul 27 11:24:48 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:24:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:24:49 PM  all   52.53    0.00    1.10    0.05    0.00    0.00    0.00    0.00    0.00   46.32
11:24:49 PM    0   24.74    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   73.20
11:24:49 PM    1   73.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   26.00
11:24:49 PM    2   82.18    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   16.83
11:24:49 PM    3   14.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.86
11:24:49 PM    4   93.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    7.00
11:24:49 PM    5    7.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:24:49 PM    6    0.00    0.00    0.99    0.99    0.00    0.00    0.00    0.00    0.00   98.02
11:24:49 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:49 PM    8  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:49 PM    9    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
11:24:49 PM   10    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
11:24:49 PM   11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:49 PM   12    3.03    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:24:49 PM   13   64.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   35.00
11:24:49 PM   14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:49 PM   15   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:24:49 PM   16   42.42    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   55.56
11:24:49 PM   17   26.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   70.00
11:24:49 PM   18   96.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    3.00
11:24:49 PM   19   22.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   75.00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   52.53    0.00    1.10    0.05    0.00    0.00    0.00    0.00    0.00   46.32
Average:       0   24.74    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   73.20
Average:       1   73.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   26.00
Average:       2   82.18    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   16.83
Average:       3   14.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.86
Average:       4   93.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    7.00
Average:       5    7.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.93
Average:       6    0.00    0.00    0.99    0.99    0.00    0.00    0.00    0.00    0.00   98.02
Average:       7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       8  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       9    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
Average:      10    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
Average:      11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      12    3.03    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   92.93
Average:      13   64.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   35.00
Average:      14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      15   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      16   42.42    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   55.56
Average:      17   26.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   70.00
Average:      18   96.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    3.00
Average:      19   22.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   75.00
=== Sun Jul 27 11:24:59 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:24:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:00 PM  all   51.57    0.00    1.60    0.15    0.00    0.00    0.00    0.00    0.00   46.68
11:25:00 PM    0    2.06    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00   96.91
11:25:00 PM    1  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:00 PM    2    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
11:25:00 PM    3  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:00 PM    4    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
11:25:00 PM    5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:00 PM    6    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
11:25:00 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:00 PM    8   95.10    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00    3.92
11:25:00 PM    9    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
11:25:00 PM   10    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
11:25:00 PM   11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:00 PM   12    5.05    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   87.88
11:25:00 PM   13   13.00    0.00    7.00    1.00    0.00    0.00    0.00    0.00    0.00   79.00
11:25:00 PM   14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:00 PM   15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:00 PM   16    6.93    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   87.13
11:25:00 PM   17   97.06    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00    1.96
11:25:00 PM   18   84.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   15.00
11:25:00 PM   19   20.79    0.00    3.96    0.99    0.00    0.00    0.00    0.00    0.00   74.26

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   51.57    0.00    1.60    0.15    0.00    0.00    0.00    0.00    0.00   46.68
Average:       0    2.06    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00   96.91
Average:       1  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       2    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
Average:       3  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       4    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
Average:       5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       6    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
Average:       7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       8   95.10    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00    3.92
Average:       9    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
Average:      10    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
Average:      11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      12    5.05    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   87.88
Average:      13   13.00    0.00    7.00    1.00    0.00    0.00    0.00    0.00    0.00   79.00
Average:      14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      16    6.93    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   87.13
Average:      17   97.06    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00    1.96
Average:      18   84.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   15.00
Average:      19   20.79    0.00    3.96    0.99    0.00    0.00    0.00    0.00    0.00   74.26
=== Sun Jul 27 11:25:10 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:25:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:11 PM  all   50.53    0.00    0.70    0.00    0.00    0.00    0.00    0.00    0.00   48.77
11:25:11 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:11 PM    1   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:11 PM    2   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.00
11:25:11 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:11 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:11 PM    5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:11 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:11 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:11 PM    8    7.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:25:11 PM    9   92.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    8.00
11:25:11 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:11 PM   11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:11 PM   12    9.09    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   85.86
11:25:11 PM   13   12.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
11:25:11 PM   14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:11 PM   15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:11 PM   16   93.07    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    5.94
11:25:11 PM   17   89.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.10
11:25:11 PM   18    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:25:11 PM   19    4.04    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   93.94

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   50.53    0.00    0.70    0.00    0.00    0.00    0.00    0.00    0.00   48.77
Average:       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       1   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       2   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.00
Average:       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       8    7.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.93
Average:       9   92.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    8.00
Average:      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:      11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      12    9.09    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   85.86
Average:      13   12.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
Average:      14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      16   93.07    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    5.94
Average:      17   89.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.10
Average:      18    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
Average:      19    4.04    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   93.94
=== Sun Jul 27 11:25:21 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:25:21 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:22 PM  all   50.45    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   49.15
11:25:22 PM    0   85.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   14.00
11:25:22 PM    1   11.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   88.78
11:25:22 PM    2    3.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.97
11:25:22 PM    3   96.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.96
11:25:22 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:22 PM    5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:22 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:22 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:22 PM    8  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:22 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:22 PM   10   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:22 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:22 PM   12   24.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   75.76
11:25:22 PM   13    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
11:25:22 PM   14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:22 PM   15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:22 PM   16   82.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   16.00
11:25:22 PM   17    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
11:25:22 PM   18    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
11:25:22 PM   19  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   50.45    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   49.15
Average:       0   85.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   14.00
Average:       1   11.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   88.78
Average:       2    3.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.97
Average:       3   96.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.96
Average:       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       8  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:      10   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:      12   24.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   75.76
Average:      13    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
Average:      14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      16   82.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   16.00
Average:      17    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
Average:      18    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
Average:      19  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
=== Sun Jul 27 11:25:32 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:25:32 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:33 PM  all   50.75    0.00    0.85    0.05    0.00    0.05    0.00    0.00    0.00   48.30
11:25:33 PM    0   79.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   20.20
11:25:33 PM    1   21.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   77.00
11:25:33 PM    2  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:33 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:33 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:33 PM    5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
