TIME_UNITS h
DATA_UNITS m
!h	x	y	z
0.00000E+00	0.00000E+00	0.00000E+00	1.65903E+00
1.00000E+00	0.00000E+00	0.00000E+00	1.65903E+00
2.00000E+00	0.00000E+00	0.00000E+00	1.68422E+00
3.00000E+00	0.00000E+00	0.00000E+00	1.70727E+00
4.00000E+00	0.00000E+00	0.00000E+00	1.73063E+00
5.00000E+00	0.00000E+00	0.00000E+00	1.75419E+00
6.00000E+00	0.00000E+00	0.00000E+00	1.77652E+00
7.00000E+00	0.00000E+00	0.00000E+00	1.79611E+00
8.00000E+00	0.00000E+00	0.00000E+00	1.78805E+00
9.00000E+00	0.00000E+00	0.00000E+00	1.61966E+00
1.00000E+01	0.00000E+00	0.00000E+00	1.63567E+00
1.10000E+01	0.00000E+00	0.00000E+00	1.60671E+00
1.20000E+01	0.00000E+00	0.00000E+00	1.61425E+00
1.30000E+01	0.00000E+00	0.00000E+00	1.62180E+00
1.40000E+01	0.00000E+00	0.00000E+00	1.62129E+00
1.50000E+01	0.00000E+00	0.00000E+00	1.62761E+00
1.60000E+01	0.00000E+00	0.00000E+00	1.64414E+00
1.70000E+01	0.00000E+00	0.00000E+00	1.64383E+00
1.80000E+01	0.00000E+00	0.00000E+00	1.65240E+00
1.90000E+01	0.00000E+00	0.00000E+00	1.66046E+00
2.00000E+01	0.00000E+00	0.00000E+00	1.65913E+00
2.10000E+01	0.00000E+00	0.00000E+00	1.65831E+00
2.20000E+01	0.00000E+00	0.00000E+00	1.65699E+00
2.30000E+01	0.00000E+00	0.00000E+00	1.66158E+00
2.40000E+01	0.00000E+00	0.00000E+00	1.67127E+00
2.50000E+01	0.00000E+00	0.00000E+00	1.68503E+00
2.60000E+01	0.00000E+00	0.00000E+00	1.70248E+00
2.70000E+01	0.00000E+00	0.00000E+00	1.72114E+00
2.80000E+01	0.00000E+00	0.00000E+00	1.74470E+00
2.90000E+01	0.00000E+00	0.00000E+00	1.76561E+00
3.00000E+01	0.00000E+00	0.00000E+00	1.79050E+00
3.10000E+01	0.00000E+00	0.00000E+00	1.80998E+00
3.20000E+01	0.00000E+00	0.00000E+00	1.79835E+00
3.30000E+01	0.00000E+00	0.00000E+00	1.65036E+00
3.40000E+01	0.00000E+00	0.00000E+00	1.66352E+00
3.50000E+01	0.00000E+00	0.00000E+00	1.63894E+00
3.60000E+01	0.00000E+00	0.00000E+00	1.64332E+00
3.70000E+01	0.00000E+00	0.00000E+00	1.64526E+00
3.80000E+01	0.00000E+00	0.00000E+00	1.64373E+00
3.90000E+01	0.00000E+00	0.00000E+00	1.64873E+00
4.00000E+01	0.00000E+00	0.00000E+00	1.66148E+00
4.10000E+01	0.00000E+00	0.00000E+00	1.67331E+00
4.20000E+01	0.00000E+00	0.00000E+00	1.67147E+00
4.30000E+01	0.00000E+00	0.00000E+00	1.67841E+00
4.40000E+01	0.00000E+00	0.00000E+00	1.67157E+00
4.50000E+01	0.00000E+00	0.00000E+00	1.66861E+00
4.60000E+01	0.00000E+00	0.00000E+00	1.65811E+00
4.70000E+01	0.00000E+00	0.00000E+00	1.65709E+00
4.80000E+01	0.00000E+00	0.00000E+00	1.65566E+00
4.90000E+01	0.00000E+00	0.00000E+00	1.66168E+00
5.00000E+01	0.00000E+00	0.00000E+00	1.68320E+00
5.10000E+01	0.00000E+00	0.00000E+00	1.70176E+00
5.20000E+01	0.00000E+00	0.00000E+00	1.71574E+00
5.30000E+01	0.00000E+00	0.00000E+00	1.73583E+00
5.40000E+01	0.00000E+00	0.00000E+00	1.74807E+00
5.50000E+01	0.00000E+00	0.00000E+00	1.73909E+00
5.60000E+01	0.00000E+00	0.00000E+00	1.68402E+00
5.70000E+01	0.00000E+00	0.00000E+00	1.64883E+00
5.80000E+01	0.00000E+00	0.00000E+00	1.64648E+00
5.90000E+01	0.00000E+00	0.00000E+00	1.63985E+00
6.00000E+01	0.00000E+00	0.00000E+00	1.63843E+00
6.10000E+01	0.00000E+00	0.00000E+00	1.64414E+00
6.20000E+01	0.00000E+00	0.00000E+00	1.65087E+00
6.30000E+01	0.00000E+00	0.00000E+00	1.66341E+00
6.40000E+01	0.00000E+00	0.00000E+00	1.66352E+00
6.50000E+01	0.00000E+00	0.00000E+00	1.66617E+00
6.60000E+01	0.00000E+00	0.00000E+00	1.66780E+00
6.70000E+01	0.00000E+00	0.00000E+00	1.65954E+00
6.80000E+01	0.00000E+00	0.00000E+00	1.65954E+00
6.90000E+01	0.00000E+00	0.00000E+00	1.65658E+00
7.00000E+01	0.00000E+00	0.00000E+00	1.65362E+00
7.10000E+01	0.00000E+00	0.00000E+00	1.64648E+00
7.20000E+01	0.00000E+00	0.00000E+00	1.66515E+00
7.30000E+01	0.00000E+00	0.00000E+00	1.68320E+00
7.40000E+01	0.00000E+00	0.00000E+00	1.69870E+00
7.50000E+01	0.00000E+00	0.00000E+00	1.71502E+00
7.60000E+01	0.00000E+00	0.00000E+00	1.73032E+00
7.70000E+01	0.00000E+00	0.00000E+00	1.73654E+00
7.80000E+01	0.00000E+00	0.00000E+00	1.75215E+00
7.90000E+01	0.00000E+00	0.00000E+00	1.76867E+00
8.00000E+01	0.00000E+00	0.00000E+00	1.75347E+00
8.10000E+01	0.00000E+00	0.00000E+00	1.64873E+00
8.20000E+01	0.00000E+00	0.00000E+00	1.64944E+00
8.30000E+01	0.00000E+00	0.00000E+00	1.64363E+00
8.40000E+01	0.00000E+00	0.00000E+00	1.65383E+00
8.50000E+01	0.00000E+00	0.00000E+00	1.65097E+00
8.60000E+01	0.00000E+00	0.00000E+00	1.66515E+00
8.70000E+01	0.00000E+00	0.00000E+00	1.69065E+00
8.80000E+01	0.00000E+00	0.00000E+00	1.69472E+00
8.90000E+01	0.00000E+00	0.00000E+00	1.69972E+00
9.00000E+01	0.00000E+00	0.00000E+00	1.70125E+00
9.10000E+01	0.00000E+00	0.00000E+00	1.70135E+00
