!h	x	y	z
24.0	0.0	0.0	0.56366
48.0	0.0	0.0	0.5793545599999999
72.0	0.0	0.0	0.5851090179231997
96.0	0.0	0.0	0.5709933737981812
120.0	0.0	0.0	0.5758476276535176
144.0	0.0	0.0	0.5835217795177743
168.0	0.0	0.0	0.5952958294195094
192.0	0.0	0.0	0.6864097773872719
216.0	0.0	0.0	0.6502036234496034
217.0	0.0	0.0	0.5843373676350374
218.0	0.0	0.0	0.5791410099720997
219.0	0.0	0.0	0.5748145504893076
220.0	0.0	0.0	0.5740179892151707
221.0	0.0	0.0	0.5815113261781901
222.0	0.0	0.0	0.5834645614068605
223.0	0.0	0.0	0.5763576949296663
224.0	0.0	0.0	0.5685307267750861
225.0	0.0	0.0	0.5808636569715886
226.0	0.0	0.0	0.6383664855476368
227.0	0.0	0.0	0.6459392125316834
228.0	0.0	0.0	0.6032518379521743
229.0	0.0	0.0	0.5827943618375475
230.0	0.0	0.0	0.5867567842162331
231.0	0.0	0.0	0.6009891051166525
232.0	0.0	0.0	0.6135213245672198
233.0	0.0	0.0	0.6223834425963408
234.0	0.0	0.0	0.625965459232414
235.0	0.0	0.0	0.6271573745038288
236.0	0.0	0.0	0.6277091884389676
237.0	0.0	0.0	0.6175309010662047
238.0	0.0	0.0	0.6109225124139062
239.0	0.0	0.0	0.6065740225104301
240.0	0.0	0.0	0.5982454313841274
241.0	0.0	0.0	0.5901467390633397
242.0	0.0	0.0	0.5841279455764021
243.0	0.0	0.0	0.5862790509516405
244.0	0.0	0.0	0.5925800552173741
245.0	0.0	0.0	0.605150958401913
246.0	0.0	0.0	0.6163517605335607
247.0	0.0	0.0	0.6256224616406112
248.0	0.0	0.0	0.6287530617513517
249.0	0.0	0.0	0.6381435608940613
250.0	0.0	0.0	0.6353539590970105
251.0	0.0	0.0	0.5991042563884634
252.0	0.0	0.0	0.5881544527966744
253.0	0.0	0.0	0.6158945483498912
254.0	0.0	0.0	0.6248345430763533
255.0	0.0	0.0	0.6191944370042917
256.0	0.0	0.0	0.6293442301619308
257.0	0.0	0.0	0.636483922577485
258.0	0.0	0.0	0.6394535142791631
259.0	0.0	0.0	0.6448630052951649
260.0	0.0	0.0	0.6595023956536821
261.0	0.0	0.0	0.6680616853828991
262.0	0.0	0.0	0.6671708745109917
263.0	0.0	0.0	0.6576399630661287
264.0	0.0	0.0	0.6488189510764701
265.0	0.0	0.0	0.6448378385701687
266.0	0.0	0.0	0.6392966255753689
267.0	0.0	0.0	0.6312153121202078
268.0	0.0	0.0	0.6280938982328139
269.0	0.0	0.0	0.6353723839413086
270.0	0.0	0.0	0.640570769273805
271.0	0.0	0.0	0.6498090542584083
272.0	0.0	0.0	0.6551872389232156
273.0	0.0	0.0	0.6581253232963171
274.0	0.0	0.0	0.6409533074057943
275.0	0.0	0.0	0.6354511912797203
276.0	0.0	0.0	0.6286489749461621
277.0	0.0	0.0	0.624856658433177
278.0	0.0	0.0	0.6238642417688156
279.0	0.0	0.0	0.6271017249811204
280.0	0.0	0.0	0.6295691080981256
281.0	0.0	0.0	0.6326163911478582
282.0	0.0	0.0	0.6375935741583365
283.0	0.0	0.0	0.6690606571575721
284.0	0.0	0.0	0.6874476401735681
285.0	0.0	0.0	0.6923345232343194
286.0	0.0	0.0	0.6716613063678136
287.0	0.0	0.0	0.6646379896020307
288.0	0.0	0.0	0.6567345729649421
289.0	0.0	0.0	0.6524210564845119
290.0	0.0	0.0	0.6449874401886961
291.0	0.0	0.0	0.6460037241054433
292.0	0.0	0.0	0.6493499082626935
293.0	0.0	0.0	0.6565459926883801
294.0	0.0	0.0	0.681821977410427
295.0	0.0	0.0	0.7027978624567521
296.0	0.0	0.0	0.7346936478552639
297.0	0.0	0.0	0.7573693336338647
298.0	0.0	0.0	0.747084919820447
299.0	0.0	0.0	0.7118904064428973
300.0	0.0	0.0	0.6823457935290931
301.0	0.0	0.0	0.6771310811069049
302.0	0.0	0.0	0.6840362692041948
303.0	0.0	0.0	0.6893513578488177
304.0	0.0	0.0	0.6909663470686198
305.0	0.0	0.0	0.6933112368914407
306.0	0.0	0.0	0.6922960273451111
307.0	0.0	0.0	0.6911607184574544
308.0	0.0	0.0	0.6850053102562863
309.0	0.0	0.0	0.6827998027694144
310.0	0.0	0.0	0.676654196024639
311.0	0.0	0.0	0.6697884900497522
312.0	0.0	0.0	0.658042684872538
313.0	0.0	0.0	0.6531167805207736
314.0	0.0	0.0	0.6448707770222277
315.0	0.0	0.0	0.6370746744046616
316.0	0.0	0.0	0.643138472695828
317.0	0.0	0.0	0.659122171923473
318.0	0.0	0.0	0.6694457721153346
