DateTime,WLelevationMeter,TempCelcius
2015-11-01 20:18:13,2759.201696,5.45
2015-11-01 20:38:13,2759.199696,5.45
2015-11-01 20:58:13,2759.200696,5.45
2015-11-01 21:18:13,2759.199696,5.45
2015-11-01 21:38:13,2759.199696,5.45
2015-11-01 21:58:13,2759.199696,5.45
2015-11-01 22:18:13,2759.198696,5.45
2015-11-01 22:38:13,2759.198696,5.45
2015-11-01 22:58:13,2759.197696,5.45
2015-11-01 23:18:13,2759.197696,5.45
2015-11-01 23:38:13,2759.198696,5.45
2015-11-01 23:58:13,2759.198696,5.347
2015-11-02 00:18:13,2759.199696,5.347
2015-11-02 00:38:13,2759.196696,5.347
2015-11-02 00:58:13,2759.196696,5.347
2015-11-02 01:18:13,2759.196696,5.347
2015-11-02 01:38:13,2759.198696,5.347
2015-11-02 01:58:13,2759.197696,5.347
2015-11-02 02:18:13,2759.195696,5.347
2015-11-02 02:38:13,2759.198696,5.347
2015-11-02 02:58:13,2759.197696,5.347
2015-11-02 03:18:13,2759.196696,5.347
2015-11-02 03:38:13,2759.197696,5.347
2015-11-02 03:58:13,2759.196696,5.347
2015-11-02 04:18:13,2759.195696,5.347
2015-11-02 04:38:13,2759.196696,5.347
2015-11-02 04:58:13,2759.195696,5.347
2015-11-02 05:18:13,2759.196696,5.347
2015-11-02 05:38:13,2759.195696,5.347
2015-11-02 05:58:13,2759.195696,5.347
2015-11-02 06:18:13,2759.194696,5.347
2015-11-02 06:38:13,2759.196696,5.347
2015-11-02 06:58:13,2759.193696,5.347
2015-11-02 07:18:13,2759.192696,5.244
2015-11-02 07:38:13,2759.190696,5.244
2015-11-02 07:58:13,2759.190696,5.244
2015-11-02 08:18:13,2759.191696,5.244
2015-11-02 08:38:13,2759.193696,5.244
2015-11-02 08:58:13,2759.191696,5.244
2015-11-02 09:18:13,2759.191696,5.244
2015-11-02 09:38:13,2759.194696,5.244
2015-11-02 09:58:13,2759.193696,5.244
2015-11-02 10:18:13,2759.193696,5.244
2015-11-02 10:38:13,2759.192696,5.244
2015-11-02 10:58:13,2759.193696,5.244
2015-11-02 11:18:13,2759.192696,5.244
2015-11-02 11:38:13,2759.194696,5.244
2015-11-02 11:58:13,2759.192696,5.244
2015-11-02 12:18:13,2759.195696,5.244
2015-11-02 12:38:13,2759.192696,5.244
2015-11-02 12:58:13,2759.194696,5.244
2015-11-02 13:18:13,2759.193696,5.244
2015-11-02 13:38:13,2759.193696,5.244
2015-11-02 13:58:13,2759.192696,5.244
2015-11-02 14:18:13,2759.192696,5.244
2015-11-02 14:38:13,2759.195696,5.244
2015-11-02 14:58:13,2759.196696,5.244
2015-11-02 15:18:13,2759.197696,5.141
2015-11-02 15:38:13,2759.199696,5.141
2015-11-02 15:58:13,2759.198696,5.141
2015-11-02 16:18:13,2759.201696,5.141
2015-11-02 16:38:13,2759.199696,5.141
2015-11-02 16:58:13,2759.200696,5.141
2015-11-02 17:18:13,2759.199696,5.141
2015-11-02 17:38:13,2759.200696,5.141
2015-11-02 17:58:13,2759.200696,5.141
2015-11-02 18:18:13,2759.199696,5.141
2015-11-02 18:38:13,2759.199696,5.141
2015-11-02 18:58:13,2759.199696,5.141
2015-11-02 19:18:13,2759.196696,5.141
2015-11-02 19:38:13,2759.197696,5.141
2015-11-02 19:58:13,2759.197696,5.141
2015-11-02 20:18:13,2759.199696,5.141
2015-11-02 20:38:13,2759.198696,5.141
2015-11-02 20:58:13,2759.197696,5.141
2015-11-02 21:18:13,2759.197696,5.141
2015-11-02 21:38:13,2759.197696,5.141
2015-11-02 21:58:13,2759.198696,5.141
2015-11-02 22:18:13,2759.198696,5.141
2015-11-02 22:38:13,2759.198696,5.141
2015-11-02 22:58:13,2759.197696,5.141
2015-11-02 23:18:13,2759.197696,5.141
2015-11-02 23:38:13,2759.196696,5.037
2015-11-02 23:58:13,2759.197696,5.037
2015-11-03 00:18:13,2759.197696,5.037
2015-11-03 00:38:13,2759.195696,5.037
2015-11-03 00:58:13,2759.195696,5.037
2015-11-03 01:18:13,2759.195696,5.037
2015-11-03 01:38:13,2759.196696,5.037
2015-11-03 01:58:13,2759.196696,5.037
2015-11-03 02:18:13,2759.194696,5.037
2015-11-03 02:38:13,2759.194696,5.037
2015-11-03 02:58:13,2759.193696,5.037
2015-11-03 03:18:13,2759.196696,5.037
2015-11-03 03:38:13,2759.195696,5.037
2015-11-03 03:58:13,2759.194696,5.037
2015-11-03 04:18:13,2759.196696,5.037
