date,magnesium
YYYY-MM-DD,ppb
2014-05-02,8104.980476567699
2014-05-04,7217.630019292
2014-05-07,6359.0678752471995
2014-05-10,7246.199022937799
2014-05-13,7960.700556029799
2014-05-16,5611.542379267399
2014-05-19,6329.747962091999
2014-05-22,5763.210931072
2014-05-25,5530.795850808
2014-05-28,5199.8942846685995
2014-05-31,4726.8510330667
2014-06-03,4644.6628138398
2014-06-06,4684.309881127099
2014-06-09,5004.086888555999
2014-06-12,4633.2897490173
2014-06-15,4767.7001687
2014-06-18,4561.646132346999
2014-06-21,4431.9843042606
2014-06-24,4519.343381463001
2014-06-27,4534.870875928
2014-06-30,4435.452761875999
2014-07-03,4457.617924587999
2014-07-06,4451.804507733
2014-07-09,4530.469763234801
2014-07-12,4291.3886705437
2014-07-15,4369.4840077719
2014-07-18,4571.102878359
2014-07-21,4647.4930331533
2014-07-24,4678.6124213620005
2014-07-27,4829.9618649954
2014-07-30,4808.100057816
2014-08-02,5830.381607602801
2014-08-05,6005.006887713201
2014-08-08,6300.2005389077995
2014-08-11,6378.496098912
2014-08-14,6423.1112731742
2014-08-17,6506.740334777
2014-08-20,6508.3494033075
2014-08-23,6472.6025678736
2014-08-26,5267.282036792968
2014-08-29,4901.10433497537
2014-09-01,5539.295542167487
2014-09-04,5591.347860823853
2014-09-07,5611.089682940447
2014-09-10,4362.903257148774
2014-09-13,5222.317909823474
2014-09-16,5528.073661378225
2014-09-19,5634.108717241379
2014-09-22,5314.964492512316
2014-09-25,5565.82289394206
2014-09-28,5673.704932623868
2014-10-01,5549.450728600058
2014-10-04,5659.86656860658
2014-10-07,5081.877028645147
2014-10-09,5031.0882849900045
2014-10-10,4969.117261262695
2014-10-13,5066.5107384186695
2014-10-16,5055.613998382769
2014-10-19,5057.481647410061
2014-10-22,4070.415426206896
2014-10-23,4024.1851389989324
2014-10-24,4074.803925455517
2014-10-25,4120.72936773399
2014-10-26,4112.960417018003
2014-10-27,4100.907241036199
2014-10-28,4199.425784096831
2014-10-29,4244.068488184197
2014-10-30,4229.278304088132
2014-10-31,4172.326744062936
2014-11-01,4181.738662417267
2014-11-02,4257.775780751415
2014-11-03,4198.102068280657
2014-11-04,4184.067870014614
2014-11-05,4246.728774060731
2014-11-06,4260.9550569811045
2014-11-07,4277.374484374542
2014-11-08,4373.056484278116
2014-11-09,4397.28583414296
2014-11-10,4463.884213950621
2014-11-11,4339.3303577037495
2014-11-12,4507.20157956736
2014-11-13,4493.558703771781
2014-11-14,4432.325336617407
2014-11-15,4316.7948067957805
2014-11-16,4518.1231285934855
2014-11-17,4746.244203612481
2014-11-18,4810.179368043701
2014-11-19,4785.276053966621
2014-11-20,6999.785774800001
2014-11-21,6732.5108000847
2014-11-22,6765.0089846208
2014-11-23,6716.074581824001
2014-11-24,6554.3482733972
2014-11-25,6657.265186033001
2014-11-26,6668.6088751044
2014-11-27,6621.2554668210005
2014-11-28,6811.699365622
2014-11-29,6824.5241115279
2014-11-30,6833.537130559999
2014-12-01,6764.8785437496
2014-12-02,6846.7042759654005
2014-12-03,6806.7024262147
2014-12-04,6806.5914002583
2014-12-05,6862.201064991999
2014-12-06,6881.2869136975005
2014-12-07,6862.88284122
2014-12-08,7034.833953418699
2014-12-09,7243.8896027944
2014-12-10,7282.783307079
2014-12-11,7360.719687069601
2014-12-12,7207.2238514442
2014-12-13,7255.8232529496
2014-12-14,7035.1485854364
2014-12-15,7022.1366273008
2014-12-16,7270.8385662052015
2014-12-17,7103.2920776702
2014-12-18,7075.851423278001
2014-12-19,7130.1816261008
2014-12-20,7146.8117654336
2014-12-21,6788.869869420801
2014-12-22,6807.087951218799
2014-12-23,6765.779219435999
2014-12-24,7033.733844778
2014-12-25,7044.9293073966
2014-12-26,6881.2266266649995
2014-12-27,6914.2492728684
2014-12-28,7042.189759970201
2014-12-29,6991.608584465999
2014-12-30,7088.200603473
2014-12-31,7018.940191744001
2015-01-01,7086.613271286
2015-01-02,7038.876739986001
2015-01-03,7024.776477130799
2015-01-04,7142.4291950404995
2015-01-06,7159.65716839
2015-01-08,7212.4389939174
2015-01-10,7329.588498925
2015-01-12,7233.907944375
2015-01-14,7207.935620467199
2015-01-16,7304.8829997773
2015-01-18,7323.9622311195
2015-01-20,7139.085228565601
2015-01-22,7365.2893054642
2015-01-24,7292.562448074799
2015-01-26,7169.9264530608
2015-01-28,7176.317674428
2015-01-30,7154.541683853999
2015-02-01,7043.630987812499
2015-02-03,7116.4409704380005
2015-02-05,7027.0780296017
2015-02-07,7154.302784573699
2015-02-09,7187.5248614246
2015-02-11,7145.135891909399
2015-02-13,7349.9495267068
2015-02-15,7474.859391876
2015-02-16,7397.4614065860005
2015-02-17,7702.36070549
2015-02-18,7530.4601723665
2015-02-19,7464.0177776801
2015-02-20,7343.260171282
2015-02-21,7307.233692034501
2015-02-22,7282.1791583616005
2015-02-23,7288.237987620801
2015-02-24,7229.2441178352
2015-02-25,7325.2981678086
2015-02-26,7341.048945865801
2015-02-27,7254.756834729601
2015-02-28,7323.7128247795
2015-03-01,7225.4630196087
2015-03-02,7188.216468044799
2015-03-03,7151.2282047189
2015-03-04,7143.216163256999
2015-03-05,7275.7355254286
