date,sulfate
YYYY-MM-DD,uM
2019-05-11,11495.240838
2019-05-19,11337.62559
2019-05-24,11891.190552
2019-06-03,14335.927157999999
2019-06-18,16814.15028
2019-07-01,20903.08827
2019-07-09,23427.228072
2019-07-16,25118.287524000003
2019-08-13,25874.394996000003
2019-09-05,28300.159752
2020-04-21,23294.261820000003
2020-05-13,6659.974284000001
2020-05-28,7138.189782
2020-06-10,9464.311500000002
2020-06-24,12457.973370000002
2020-07-08,12993.190872000001
2020-08-03,14407.165254
2020-08-26,15702.006024
