date,chloride
YYYY-MM-DD,uM
2019-04-27,208.35383000000002
2019-05-10,227.95059000000003
2019-05-19,212.15761500000002
2019-05-24,239.22014500000003
2019-06-03,192.07519
2019-06-18,192.142545
2019-07-01,181.34093000000001
2019-07-09,173.75817500000002
2019-07-16,174.89612000000002
2019-08-15,168.97597000000002
2019-09-05,170.24508
2019-10-02,159.23431
2020-04-21,160.47506
2020-05-13,121.44106500000001
2020-05-28,137.31203000000002
2020-06-10,160.12765000000002
2020-06-24,144.94796000000002
2020-07-08,130.26457
2020-08-03,124.48622000000002
2020-08-26,120.29248500000001
