date,fluoride
YYYY-MM-DD,uM
2021-03-03,9.3
2021-03-19,2.64
2021-03-25,3.08
2021-04-07,8.11
2021-05-17,9.27
2021-05-28,4.27
2021-06-04,7.11
2021-06-11,6.97
2021-06-18,7.08
2021-06-24,5.85
2021-07-02,4.41
2021-07-09,17.6
2021-07-15,5.99
2021-07-30,5.04
2021-08-06,6.52
2021-08-13,1.66
2021-08-19,3.79
2021-08-27,2.49
2021-09-03,1.4802
2021-10-01,3.41
2021-10-07,1.3
2021-10-15,8.39
2021-10-22,8.74
2021-10-27,4.11
2021-11-03,5.65
2021-11-11,0.68
