date,sulfate
YYYY-MM-DD,uM
2019-04-27,18310.255962
2019-05-10,6788.550594
2019-05-19,11977.759824
2019-05-24,16813.391406000002
2019-06-03,13883.321256000001
2019-06-18,13385.653608
2019-07-01,15081.08379
2019-07-09,14929.136082
2019-07-16,13351.706004000001
2019-08-15,12797.305320000001
2019-09-05,12818.745912
2019-10-02,13840.747464
2020-04-21,17018.210538
2020-05-13,10442.845902
2020-05-28,13015.678517999999
2020-06-10,15157.576368
2020-06-24,14874.468336
2020-07-08,13786.137353999999
2020-08-03,12993.815262
2020-08-26,13047.042108
