date,chloride
YYYY-MM-DD,uM
2019-04-27,21.34799
2019-05-10,23.542345
2019-05-19,26.406705000000002
2019-05-24,44.63509500000001
2019-06-03,32.2595
2019-06-18,33.17411
2019-07-01,30.483455000000003
2019-07-09,29.827630000000003
2019-07-16,29.196620000000003
2019-08-15,29.06191
2019-09-05,27.916875
2019-10-02,22.840435000000003
2020-04-21,28.427355
2020-05-13,25.648075000000002
2020-05-28,23.51753
2020-06-10,25.85014
2020-06-24,29.178895000000004
2020-07-08,27.95587
2020-08-03,30.73515
2020-08-26,28.675505
