date,sulfate
YYYY-MM-DD,uM
2019-04-27,566.1007920000001
2019-05-10,264.13618199999996
2019-05-19,295.941648
2019-05-24,391.415682
2019-06-03,959.30319
2019-06-18,970.2444240000001
2019-07-01,839.9774580000001
2019-07-09,721.3145400000001
2019-07-16,355.71018
2019-08-15,478.983978
2019-09-05,357.54492600000003
2019-10-02,195.55894800000002
2020-04-21,149.767146
2020-05-13,173.023272
2020-05-28,244.751274
2020-06-10,157.413522
2020-06-24,117.971286
2020-07-08,139.7673
2020-08-03,186.52930800000001
2020-08-26,109.681308
