date,sulfate
YYYY-MM-DD,uM
2019-04-27,19418.653878
2019-05-10,9304.150662
2019-05-19,21491.388528
2019-05-24,19562.109882
2019-06-03,21108.157157999998
2019-06-18,21062.739990000002
2019-07-01,20941.608330000003
2019-07-09,21541.330122000003
2019-07-16,17724.578142000002
2019-08-15,17207.66007
2019-09-05,21306.108
2019-10-02,5098.903224
2020-02-28,17948.436366
2020-04-21,17263.71108
2020-05-13,12690.140784000001
2020-05-28,14476.924026
2020-06-10,14496.136026000002
2020-06-24,13219.335324
2020-07-08,15014.984904
2020-08-03,15810.073524
2020-08-26,17652.955806
