date,nitrate
YYYY-MM-DD,uM
2021-06-14,2.07
2021-06-21,0.58
2021-06-29,1.31
2021-07-08,0.62
2021-07-21,0.58
2021-07-27,0.61
2021-08-05,1.48
2021-08-11,1.38
2021-08-18,2.26
2021-08-26,2.01
2021-08-30,0.59
2021-09-12,0.43
2021-10-13,0.55
2021-11-05,0.93
2021-12-16,1.77
2022-01-26,0.66
2022-02-15,0.95
2022-03-10,0.39
