date,chloride
YYYY-MM-DD,uM
2019-04-27,638.03619
2019-05-10,527.97812
2019-05-19,410.83714000000003
2019-05-24,459.81486000000007
2019-06-03,382.3637
2019-06-18,365.599395
2019-07-01,369.78249500000004
2019-07-16,415.84977000000003
2019-08-15,399.24144500000006
2019-09-05,461.09460500000006
2019-10-02,303.04078000000004
2020-04-21,663.627545
2020-05-28,688.6836050000001
2020-06-10,910.8842050000001
2020-06-24,760.31033
2020-07-08,755.3934150000001
2020-08-03,732.8046750000001
2020-08-26,738.82054
