date,chloride
YYYY-MM-DD,uM
2018-04-14,4.8357
2018-05-07,7.1558
2018-05-25,5.1604
2018-06-08,3.1321
2018-06-15,3.1764
2018-06-25,3.7115
2018-07-09,4.1824
2018-07-15,5.5683
2018-08-17,4.2145
2018-08-25,8.5399
2018-08-31,7.0917
2018-09-07,5.0297
2018-09-14,5.2513
2018-09-21,4.4063
2018-09-28,5.8776
