date,sulfate
YYYY-MM-DD,uM
2018-04-14,492.7087
2018-05-25,702.4649
2018-06-08,712.5521
2018-06-15,560.4791
2018-06-25,647.7645
2018-07-09,581.4434
2018-07-15,601.7833
2018-08-17,778.0409
2018-08-24,767.3082
2018-08-31,806.5313
2018-09-07,772.9659
2018-09-14,826.364
2018-09-21,790.4804
2018-09-28,830.8833
