date,fluoride
YYYY-MM-DD,uM
2020-02-26,3.82
2020-03-04,2.7
2020-03-10,1.78
2020-05-22,7.38
2020-06-27,2.4
2020-07-01,0.34
2020-07-06,1.9
2020-07-13,5.13
2020-07-15,1.01
2020-07-20,1.72
2020-07-22,1.22
2020-07-28,1.2
2020-08-04,3.3
2020-08-11,4.98
2020-08-18,3.15
2020-08-26,0.75
2020-09-15,3.5
2020-09-21,3.34
